Task_1,Task_2,Average_Euclidean_Distance,Average_Manhattan_Distance,Average_Euclidean_Distance_after_Scaling,Average_Manhattan_Distance_after_Scaling
1,30,3.5766653490195095,7.668203331726512,1.7650427678470213,3.8345940253171715
1,31,3.5120151781312523,8.545552391844351,1.9893416980158116,4.611428446925187
1,32,3.6545662860250765,9.1462965990022,2.111798313938512,4.998367218897274
1,33,3.188743508292166,8.532193197616927,1.8724010137500429,4.172569735449736
1,34,2.8604926439831004,6.853810280302797,2.016953631541511,4.451012792689891
1,35,2.4778639008347776,5.641129235548413,1.9286553153733943,4.302030935772822
1,36,2.6681119721288025,6.010614451386387,1.8451579554913518,3.772967493974334
1,37,3.6794782213654127,8.633058908210188,1.8978692504890704,4.034720208986416
1,38,3.3982617421304284,8.645012641698148,2.1190540600812273,4.861550394354504
1,39,3.0577742124489076,7.544038882741403,1.8768818886323355,4.168674869830042
1,40,3.194289430425048,6.643956698605503,1.7977652962447541,3.9078111297852476
1,41,3.9239157500649573,10.857633275939842,1.8582325491926817,4.076145396825397
1,42,3.5897191144611416,8.69200418038712,1.9306982199808,4.301571435897436
1,43,3.7375639747470606,9.17917533536955,1.9243355238860913,4.275480779169151
1,44,2.8682986087037157,7.33576806325858,2.077566790067853,4.836706137566138
1,45,2.9023805925479786,7.848348625399008,2.038941864240265,4.53003619047619
1,46,3.170236242363456,7.6297533122644055,1.95108640167121,4.399386710643854
1,47,3.4821533601662926,8.357699403321256,1.9431546380217386,4.43598167965368
1,48,2.9496478198118083,6.5624460701431,1.9013215065379154,4.108051470588236
1,49,2.9668725746675118,7.395084394006437,1.9962609289852067,4.5506155303030305
1,50,2.7234364753575946,6.951981822197737,2.0240911690435177,4.489958147755391
1,51,3.049457955392842,7.5898150528264345,2.0230775212050993,4.685034400382227
1,52,2.6859261881899847,6.053620427711946,1.8608773014701951,4.059315870488323
1,53,2.3994295086328545,5.46988006715563,1.974614825380835,4.272003111111111
1,54,4.441578693305528,12.198949207140881,1.9433092059678214,4.437882469135802
1,55,4.069719151884183,11.21746403052725,1.8790996840669267,4.184834936133628
1,56,4.134025365239467,11.480122931040738,1.9278180884535916,4.293540606060606
1,57,3.0348460004016475,6.754642669862943,1.9417760355935787,4.159443655303031
1,58,3.323951570734473,7.8505861583846475,2.21130692510383,5.3186742600422825
1,59,2.956158892231409,7.146692493999749,1.8041810430549787,3.9392329622132256
1,60,2.6655479008232335,5.918358059359198,1.7648065717488124,3.848773603437692
1,61,3.3601888472835224,8.11143014013462,2.0029224453830436,4.394188516875084
1,62,2.58193368356456,5.727647660956631,1.7895391038378536,3.8929293533505356
1,63,3.929344808962491,11.03500714637097,2.01659204639303,4.646164223798267
1,64,2.856624066705664,6.462827811459207,1.9168572771691557,4.136913486005089
1,65,2.597850504096486,5.8448041157987936,1.7814458470520513,3.9039016239745523
1,66,3.622356583338542,9.404092614958415,1.9534971503016587,4.242704166666667
1,67,2.9279922045246565,6.7570266412551145,2.0719542807232862,4.767859077380951
1,68,3.517192947679315,8.560543701649113,2.002708326855474,4.620790132104455
1,69,4.937438440873693,12.466446744980399,1.9341273316664322,4.1381329710144925
1,70,4.433476843491193,12.18816782390795,1.9887120373354044,4.413778353604795
1,71,3.650445535605179,9.006246752313183,1.967227132077421,4.543512336028751
1,72,3.451471281252315,8.366653768310725,1.8595506274292477,4.141661490406069
1,73,3.730528818215146,9.03970026484292,1.9285730574157438,4.167946502057613
1,74,2.9515484656137905,7.073679996886479,2.138055805845326,4.975140229885057
1,75,3.3156170203860698,7.736507545456942,2.06970113693023,4.661454736842105
1,76,3.402314441013262,8.4456611213179,2.095869621310696,4.756627272727273
1,77,3.1047988086682636,8.47325320948707,1.953013383911431,4.398780098800282
1,78,3.160829284849321,9.009528735340307,2.020365457309711,4.469284043441938
1,79,3.006143749097059,8.0525086185879,2.0279590622449875,4.567393822393822
1,80,2.8616147631736037,7.640338717780608,1.894851474580003,4.246345573942738
1,81,3.194763373208596,8.603473841559515,1.9350161572703743,4.3623813333333334
1,82,3.645711721949426,10.177239270997458,2.0483352465607756,4.752514849428868
1,83,3.9557986807087406,11.092592529200372,2.0084803861400204,4.48075846743295
1,84,3.688465818516607,9.198033630109245,1.8098727808952255,3.929932960413081
1,85,3.597553333386087,8.97409332768909,1.9213009079155183,4.180071615411806
1,86,4.0243103771748885,8.847714989263121,1.9058698342540596,4.3440927647058825
1,87,3.274698949702549,8.701776352539937,1.916520883740537,4.243382886334611
1,88,3.708397228230997,10.241917368148384,1.9747767414043362,4.3978513535781545
1,89,3.739847708138489,10.54744988780376,1.9616193290894657,4.416683055991627
1,90,3.1542855787965394,8.409420264736811,1.9738792016157494,4.289841607565012
1,91,4.108532276921565,10.204751312737038,1.8581837976976385,3.88906119047619
1,92,3.511415446243171,10.023341001425948,1.9373407026150586,4.402759823399559
1,93,5.034913261703015,12.578414847641913,1.8591823401637124,3.8467624242424243
1,94,3.754080840280513,10.358394441446569,1.994720941284474,4.339881790683606
1,95,4.395067304354256,11.403952626533187,1.8670187581401803,4.177169661115979
1,96,2.6481465262689126,6.104801134383971,1.8861329455442897,3.944962962962963
1,97,3.0055947190588266,7.160748012255225,2.0836971247802474,4.726013550135501
1,98,2.966545310038955,6.636208784354936,1.9067730228373654,4.231366712181099
1,99,3.5179777773332774,8.88685324449283,2.1292507830572514,5.097030043451273
1,100,2.597519025446757,6.074038318180966,1.9412254429337414,4.170248611111111
1,101,2.922004285631068,7.68365062340824,2.097353184543367,4.76268665559247
1,102,3.4724369204231187,8.500110931146656,1.9785521153173782,4.590215169561621
1,103,3.101367719657992,7.5324927967772295,2.074526419139268,4.677588756643461
1,104,2.904591752200418,6.992162487929716,2.138523783334063,4.942301788136638
1,105,3.1575897293779267,8.514490850875514,2.2559841624340926,5.457799344675489
1,106,2.8606165871247122,7.095862611897183,2.1639293026463178,5.0979777481085895
1,107,2.8702983279024736,6.825714699857336,2.1478878408983078,4.991659903381642
1,108,3.378147476378786,8.356398943137364,2.001680004296484,4.38919577256394
1,109,5.336068084332146,13.337457172341395,2.261176798878864,5.427221813725491
1,110,2.747715733008574,7.146011062892616,2.03886958854554,4.789996225143242
1,111,2.4641429093379212,5.516591180559754,1.8433175554517403,4.067145694242864
1,112,3.2367688380857533,8.106057448165435,2.0226452629944163,4.501905525846702
1,113,4.133520756229229,11.395944908608778,1.8708598328978179,4.224426779661017
1,114,3.398099368791097,8.381960877871812,1.9373000184659703,4.144882229767968
1,115,2.9674601610467377,7.477210821695858,2.0452787474136205,4.758260983606558
1,116,2.719730339149306,6.306607910416033,2.076230938647137,4.704628450106157
1,117,3.1957521659223653,7.574081647539653,2.066131948398254,4.632250326797386
1,118,3.5669388159328035,8.447042509002568,2.1683956322961735,5.10883942481884
1,119,3.253668056489488,8.133515895497759,1.9730133519056836,4.273260606060606
1,120,4.148760209755096,9.108821223886542,2.1276052799453966,4.869807139265963
1,121,3.729403646291877,10.331156590527582,2.0374864702848434,4.527053209109731
1,122,3.5033535423285853,8.54761464162412,2.034415400312344,4.575159226811292
1,123,2.997158169008836,7.793922550138159,2.1914742638270517,5.133122326454033
1,124,2.8072457426536905,6.529549662430194,1.9246452906123879,4.418121420389462
1,125,2.7190951260811036,6.651688172705207,1.8442850058394624,4.064337618563686
1,126,3.10936204249778,7.077810409006863,1.9232244142830697,4.13896941580756
1,127,2.963871601989024,6.992387370041043,1.9536772808949125,4.413599512453629
1,128,2.6077356915834593,5.690016430193066,1.8711074031523192,3.8731198269774008
1,129,3.9428599148570984,9.905595783280642,1.9134931733574427,4.389286486986099
1,130,2.9832350089710893,7.798955708383207,2.040082803411717,4.7064563492063485
1,131,3.7542691306648552,10.428746997186707,2.0305643388297363,4.488778932021141
1,132,2.9901504461944888,7.963250231470945,1.9937942408128435,4.475320756570866
1,133,3.215068776123135,7.758113445528835,1.8216926950199925,3.9989294653155376
1,134,3.060455277353102,8.210876167055527,1.9958348900369947,4.446808343248603
1,135,3.870753352982254,10.942123103472829,1.9604696994359965,4.525469036830486
1,136,3.101672815418939,8.369136740834357,1.9977285618175362,4.361410204081633
1,137,2.4875898634807463,5.812689085540379,2.047035028461526,4.56382845087402
1,138,2.7292655567016384,6.393140588824352,2.067570124210295,4.649284294871795
1,139,3.276402640594106,7.883757784181388,1.9454583858128631,4.145437681159421
2,3,3.5948724602775806,10.662072505884712,2.1326077422786116,5.032870490213336
2,4,3.533676381186457,9.40392312627007,2.025713206504579,4.570004938566009
2,5,3.1961653597016206,7.892356003667999,1.7690673711754124,3.528863054152138
2,6,3.4461604483607227,8.774716778505972,1.7342043560854523,3.400179335225982
2,7,3.540441194540272,7.120776766776112,1.7574875555085692,3.591882883279738
2,8,3.6005603637875305,8.946316421810472,1.8274981118832239,3.8771158814252304
2,9,3.835849865700443,10.808831341855742,2.0834162009659134,4.826468894449822
2,10,3.4804016760885483,9.267962337595023,1.9785893348105237,4.3278136420038
2,11,3.221270348450136,8.483387917583975,2.0141248196629014,4.485459714984487
2,12,3.378222445667095,9.361598743429592,2.131244301989035,4.9429464276905595
2,13,3.524082117982332,9.007199335736674,2.153331637314354,5.038469117089806
2,14,3.289313064035711,9.403418488954895,1.6890271464698248,3.282814798160067
2,15,3.7946690421600384,9.340199417461701,2.0372847381172363,4.639136885658625
2,16,3.0095217556016256,6.968794387436527,2.099520625321914,4.863198721986466
2,17,3.4713999068909076,10.206193777568597,2.136618192874151,5.008525393629868
2,18,3.233832634788981,8.99734432752322,2.0546793664529552,4.824915774663085
2,19,4.1219461631979915,10.80058368994174,1.892560763067501,4.189138100149884
2,20,3.2795307271307217,8.281526979603756,2.0752592372849863,4.807148778161276
2,21,3.126365292892978,7.9753507832915655,2.0135309174818516,4.491176290847677
2,22,4.082271016520889,11.967670444894695,2.149723044100289,5.005238722630027
2,23,3.634878592259544,10.037885294456267,2.1192880539481154,4.951146952114789
2,24,3.437275943102604,8.437440476905511,2.1175912988168974,4.892115468297316
2,25,3.7279728220912567,8.647113541698474,1.8395589762574827,3.7376114827201783
2,26,3.8816798660432483,9.340922305130626,1.7633855180600142,3.498371734257523
2,27,3.426696450235078,9.83726259638967,1.7773884305382894,3.690538367727171
2,28,4.183434344511262,11.339118716495435,1.7850322453735845,3.763513667470276
2,29,3.29417024689599,9.092122957693153,1.6332146197839612,3.248865431239507
2,30,3.633585743884298,8.23046197127609,1.977574380833516,4.394996199578518
2,31,3.696334535776111,9.413705643274994,2.16799960138205,5.152666468947188
2,32,3.847956546925259,10.115440137729436,2.243796813858339,5.403888075730726
2,33,3.2969624440235963,8.67737521708818,2.107543552733343,4.885323557280079
2,34,3.584060210201758,8.552239636683991,1.7568177557812923,3.4773301794010463
2,35,3.049694435534477,7.359757573039347,2.09492312106898,4.874997672093652
2,36,2.9973585734853567,6.379891548865889,1.6111619248718387,3.0045632004065532
2,37,3.701853086833659,8.759035863828249,1.7208103242449662,3.4971186235054303
2,38,3.8637839449216482,10.235022933491772,1.816523794477475,3.677881677583881
2,39,3.025621621716381,7.573180804584455,2.024718213957679,4.532989340306836
2,40,3.1189355251583972,7.42589780824774,2.101654719844883,4.812087109091128
2,41,4.140879081982175,11.444787401626096,2.06745086713803,4.76081963814883
2,42,3.2402970509731714,8.260550560128253,2.1398940973745653,5.003586558369167
2,43,4.082452328555819,9.71541535597653,2.051091317878543,4.724520918228626
2,44,3.367613249899613,8.61411682240465,2.1599999159527425,5.129139712369526
2,45,3.4861194401852442,9.242625499975286,1.7584462834781094,3.481697621449174
2,46,3.631916991638208,9.35029826327669,2.085116173340265,4.85283183575109
2,47,3.7556842108704145,9.569743417207194,2.0972086841420037,4.8916274822486
2,48,2.7796341003993668,6.238197405506807,2.0014735800661394,4.443757084773709
2,49,3.098561994010421,7.860498722847714,2.082734194108947,4.770560470385154
2,50,2.956953214727147,7.5715646151893585,1.729836948929043,3.4026518650175803
2,51,3.4659331108455937,9.058502362715622,2.1489567042033206,5.015240055373834
2,52,2.6394881151979024,5.829581017786349,1.9990613994413533,4.420228864184832
2,53,3.0737248218042983,7.803382955084734,1.7137568475526173,3.328889950629081
2,54,4.239120102338383,12.261471022999677,2.1344236277785873,5.016908035603688
2,55,4.198861955088442,11.484703484084985,2.0118761282545474,4.489808357753553
2,56,4.350291748143009,12.141232836463809,2.0532192278902115,4.722557821220028
2,57,3.2873341699624383,7.540058931991615,2.0266233606399195,4.5185338406417594
2,58,3.1918180332226154,7.761012919947602,1.9843284615172347,4.371528644089312
2,59,2.9896891752786243,7.245558457555646,2.01221274097584,4.5248733729745
2,60,3.150096418501786,7.3538980506064435,2.0526632986145814,4.616373422042411
2,61,3.683058884349652,9.58316957816832,1.7184135286112885,3.3609521124122033
2,62,3.004003964064677,6.7665670877200235,2.0748240558464643,4.746036829178294
2,63,3.7927548578530463,10.702036516925954,2.1204253228801195,4.97588692015149
2,64,2.977295531702066,6.316439409746331,1.748620364823446,3.581431825540687
2,65,3.0278977854535833,7.021707904137968,2.0638144825701166,4.657862931367616
2,66,3.8182612815603685,10.022596233556289,1.9252912620463833,4.2295615268232325
2,67,3.3429450472474995,7.8675612291543136,2.028830251903486,4.5010506606488745
2,68,3.4736815602021274,8.499252217186397,2.086294511898796,4.772087031381762
2,69,4.611600441450982,13.655567963992022,1.6591967794367262,3.18201761219247
2,70,4.278216833396604,12.272797929131919,2.1514403774026865,5.035704410856734
2,71,3.528157508920755,8.818210796064363,2.1323842482811557,4.945447377537498
2,72,3.536588908885589,8.537903848945286,2.0670036032476546,4.756807094243798
2,73,3.958902088689023,9.739985025893738,2.101610281357944,4.816800563902013
2,74,3.394993452638049,8.01382454439245,2.1917177949793394,5.2871680668157435
2,75,3.537426048221154,8.95685072196046,1.781787520438772,3.568144161965672
2,76,3.688170547659624,8.867901818219922,1.7915838945944202,3.5941037223645917
2,77,3.0399975202083342,8.113032044898752,2.065858314220565,4.678477945606908
2,78,3.2469155950359654,9.081694298441043,1.8261122710535524,3.8565174739227888
2,79,3.2742429809319358,8.542331711940497,1.8674101887430785,3.972861674725029
2,80,3.5142783046918376,9.51543966289146,2.04794989591608,4.607636526590169
2,81,3.1915965041048873,8.607243740666007,2.0451715274648814,4.622299516908212
2,82,4.026114842732945,11.720629116366663,2.178186304013174,5.17578125969024
2,83,4.252264018654745,12.045048721111028,2.1447581774007363,5.1546389351111985
2,84,3.4373106959925317,9.499958207058095,2.0310978861194293,4.5494306760863665
2,85,3.6000069469007663,9.541183591651478,1.7452551742820113,3.596155999471044
2,86,4.422004129272832,9.935768209189822,2.0862977470806134,4.834943532596985
2,87,3.2428376570460338,8.57942479498191,2.0657927761727586,4.755746058594633
2,88,3.8128102846524583,10.740459533803788,1.9397264142886461,4.451827531553029
2,89,3.911813219876276,11.092565231889749,2.155856308173458,5.057593150825696
2,90,2.9749709697714395,7.8363729925555035,1.7253406207922626,3.3772493926055445
2,91,4.43265902482623,11.370166525556623,1.979704220646237,4.353139812223663
2,92,3.2738598015559996,9.467225577104417,2.107340593938467,4.9230227321387705
2,93,4.368742790023227,12.240440402151386,1.5942566016079032,2.9780036991993515
2,94,4.2728511794624575,12.260650006583296,1.7123352625244315,3.329135894747825
2,95,4.0472752878832745,11.571221110571258,2.040119253275067,4.661335312999566
2,96,2.8171694158172156,6.167929398290875,1.637469705220044,3.0983420042115695
2,97,2.734277358398617,6.42041131700343,1.802797219489803,3.6339366909356308
2,98,3.004204039077854,7.100493779683888,2.0806764262509265,4.823242370277943
2,99,3.579071044617372,9.106887589548244,2.1792721935216215,5.19536187595454
2,100,3.2174970830893783,7.769871679145981,1.6907363746880935,3.272192416078286
2,101,3.282877599526257,8.801957308955101,1.7913949798539097,3.5917065745174943
2,102,3.548559260598217,9.16853916525938,2.1971516263382482,5.266623966532262
2,103,2.6446451194409075,5.751465940718659,1.8033204035125319,3.6310385474993607
2,104,3.3744832162424006,7.408796698397415,1.882826901036935,4.048203299325241
2,105,3.788472206341223,8.919164781432759,1.8260560509947565,3.8009230215279364
2,106,3.5692773145629366,7.886832961323551,1.9722563273383136,4.3149153747705435
2,107,3.053647944712026,6.852258672247339,1.8923386563083566,4.053299147817106
2,108,3.652475083903153,8.985522571661743,1.7168016538173982,3.3545614045186705
2,109,5.36350404532868,13.561831561070662,1.956406465150729,4.137276858904097
2,110,3.444470222487923,9.144394532802336,2.1728385735504454,5.110506783408705
2,111,2.9273378020587044,6.777384280351626,2.0514994404188696,4.700543744081164
2,112,3.1460647250033253,8.451290172558034,1.7303880072798812,3.413302738750309
2,113,3.7183314117970205,10.212292131002094,2.0577907250198306,4.741646489104116
2,114,3.7628415584332697,9.385584989461222,1.6582435728567588,3.1727130427211625
2,115,3.3981630889441523,8.615193986513908,2.13323228735838,4.995240975512964
2,116,2.713483165773571,6.180688034914437,1.8443313719495338,3.9326310632043118
2,117,3.5600389846580827,8.114289471302515,1.798683042003632,3.610764657652978
2,118,3.8029921208129642,8.873043765107678,1.9469064092742832,4.2264511417025
2,119,2.7638737270544986,6.456790393952496,1.702259245513154,3.307667798040469
2,120,3.9660962951080982,9.397143188199463,1.8367675237053571,3.730905071058524
2,121,3.706222011640449,10.095874684106331,1.741489320124073,3.4316902903859425
2,122,3.640948422077689,8.600267091248545,1.8092844147982916,3.7926043682968094
2,123,3.816196205336282,10.058039459949072,1.8718255914448285,3.8496646604159452
2,124,2.7922246189265807,6.608453445011407,2.101180740781393,4.824759398179389
2,125,3.388490952307916,8.281502295222259,2.096753279788954,4.839191577907776
2,126,3.6148488036064257,9.19081264241129,2.086489467014448,4.752500398152573
2,127,2.7543849629493855,6.239540415918641,2.1273836358232527,4.981180435656138
2,128,2.676570493461521,6.039366443432006,1.6297813526296967,3.067492343998424
2,129,3.708342203767538,10.235485382907344,2.094758844007193,4.856394899096763
2,130,3.2642041466081806,8.233054855261905,2.095080745732969,4.796577999592564
2,131,3.8717511329517893,11.136573101838161,1.74076985480184,3.4213541349657546
2,132,3.35930397346514,9.199689676861011,1.9860978101992506,4.489911218724779
2,133,3.3199717463884015,8.093329497381678,1.985673748387058,4.420276949064102
2,134,3.197778828252044,8.652289590851746,2.08169466598125,4.74194719303944
2,135,3.863475903214699,10.90535211891443,2.076759679847963,4.816503317253465
2,136,3.0197223344673976,7.783057414413128,1.7134944226209194,3.34075400346474
2,137,3.114251323516313,7.243524271814084,1.76723967374488,3.5106882006009297
2,138,2.864611464326825,6.6158140739797595,1.7857425738677326,3.5741684226215997
2,139,3.432252342020611,8.170268303504214,1.6788352693191266,3.226641263503267
3,4,2.63541030519287,6.634389028229848,1.9803840514402296,4.542203328090713
3,5,3.052742691573507,8.934919048515114,2.0459388259693436,4.619134060119008
3,6,3.056952869042391,8.876493417142992,2.0349083930938763,4.555063096337335
3,7,3.7211809510736202,11.017921421772147,2.1348464313495983,5.000053429359799
3,8,3.7031803722996974,11.066667542336196,2.001057857027236,4.485082757214048
3,9,3.8762820803365576,11.449897674202191,1.8889167648198346,4.166979839873116
3,10,3.3701305916026456,10.015074192260318,2.0740467908505034,4.867288810260947
3,11,2.862262220586275,7.431132597390852,2.021489701917596,4.7332444807108205
3,12,3.0713237918958085,8.71299912474355,1.9947157922074958,4.645653031589907
3,13,3.4555579279056357,9.419172706808084,1.9772984831910512,4.5237820718123904
3,14,3.4379232122326164,9.246811582958975,1.9208869404377544,4.141218964365932
3,15,3.5196485466838974,10.492281342606912,1.9081542816443087,4.266646589736372
3,16,3.312704595448383,9.624336924892736,1.9907888438063768,4.527375150857586
3,17,2.770592538127359,7.346234887747843,1.901699921269588,4.274023740819782
3,18,3.1411673491966545,9.161001109052432,2.0682200905866526,4.780035843040274
3,19,3.126107656170875,8.498427019279369,1.9477609506004032,4.3310676480862025
3,20,2.8314277675383823,7.481367387878381,1.8359319433976011,4.0937394159020535
3,21,2.7045846500718973,6.946404651677136,1.850698499601757,4.153223010579551
3,22,2.9289695709975296,7.69081410914347,1.921100218482016,4.231936704506364
3,23,2.9310960399464405,7.527024426346757,2.0381781254096643,4.749921237420707
3,24,3.275084211479316,10.019755357559639,1.8760607891156045,4.228617500150396
3,25,4.087717854469635,11.89881482764275,2.101542401903583,4.8002485380116955
3,26,3.5272769390589906,10.94556740211689,1.9704116507330887,4.282514135474197
3,27,3.416723620087318,8.87961859486705,1.9891425385229138,4.4139146077998825
3,28,3.5544001346205114,10.425001018814996,1.9935208728989477,4.496894944680921
3,29,2.8604471425757865,7.542691606942001,2.0047078061153365,4.487730355300014
3,30,3.632059276857142,10.566452833414859,1.9465728452072955,4.525076369313602
3,31,3.8383738752829464,10.055821172302123,1.9444439235603939,4.4218577761366165
3,32,3.680472956059531,11.031516982255997,1.944606156500657,4.355065285629158
3,33,3.017246377565025,7.719003542172743,2.0094850600304563,4.6264976776462845
3,34,3.1774900503750745,9.525667350888897,2.087802307322369,4.773616079032533
3,35,3.028275401658216,8.532419246506764,1.97824977761038,4.558849415942237
3,36,3.0067012589202804,8.790311067835907,1.9911418515705364,4.40139110147623
3,37,3.356825558245332,10.068353863311444,1.955529805282005,4.257704513912477
3,38,3.1041388395287686,9.478739297223889,1.954488216550556,4.227721765772574
3,39,2.9097805776645864,7.755950065200438,1.8439083343057034,4.135588279396329
3,40,3.850222696957892,10.727554437786466,2.0047526385438763,4.61688043638508
3,41,3.009710294096943,8.133971881513041,1.8204062491474775,4.087381361901486
3,42,3.3356632207683883,8.708539604797656,1.8770224316133168,4.225494895610066
3,43,3.438263122754681,10.34892383776187,1.8730727019157518,4.108578171374629
3,44,3.0533729129002154,8.353348117529503,1.9149153507466161,4.275822071518666
3,45,2.8368696574958596,7.45804299149815,2.0066785788379096,4.444552885481678
3,46,3.0317361947695782,8.73721069398325,1.8451167852731745,4.082078881526028
3,47,3.6033978699955034,10.90712262570789,1.9022918290361968,4.210821304598395
3,48,3.2670538075777946,9.470370355005201,2.014795189289429,4.65909336490014
3,49,2.990312295981082,7.9780798217396045,1.9171055393967174,4.229710671581489
3,50,2.677336739919773,6.8875412269650305,1.9159486829978325,4.099021139962376
3,51,3.3164755189260675,8.95740712314224,1.9321660814165942,4.433933348026766
3,52,3.1986411797230767,9.196332588645861,2.002636702196024,4.554843459341497
3,53,2.9431603330100335,8.139282074916336,2.0110098666308085,4.465702373581012
3,54,3.7789327159328727,11.303451179788363,1.9195238783904363,4.318296754959293
3,55,3.4830774395968973,10.55054979140084,1.8633045916932565,4.20037807059371
3,56,3.2235461536540253,8.606405447978448,1.8698914979446732,4.1019071784768375
3,57,3.7615133783782357,10.960834827115562,2.0893024390950417,4.795527253963786
3,58,3.8501869969405473,11.048290971913898,2.173744138237243,5.164639255613228
3,59,2.8723746430798482,7.752835356353164,1.8428471059475904,4.054291800888265
3,60,3.0652894986159134,8.876960372421989,1.9880760412577294,4.626939609160843
3,61,3.1690636085779733,9.176480270584133,1.904764660247637,4.051865265755566
3,62,3.263759518340233,9.4106175177069,2.0202128702086983,4.6830921146438005
3,63,3.6400747189353218,10.860548133619,1.9214155680929954,4.264913134595633
3,64,3.143681921649491,9.257255935150928,2.093983278246677,4.836658289939788
3,65,3.056169947645345,8.93859628828929,2.039291605597613,4.80187195320117
3,66,3.1628587542815128,8.178469234617609,2.067863834642635,4.718181346087692
3,67,3.5996946298096484,10.587555636475598,2.0556771138210213,4.777357686495652
3,68,3.38513185044611,10.138134463222395,1.8942994737781802,4.271259876446335
3,69,4.26449134684885,11.900212941167288,1.9157143822097196,4.1140059227352275
3,70,3.768658592965445,11.233800796813554,1.920391833219205,4.239870736348758
3,71,3.3494447074991447,10.320760441112505,1.9253671947775746,4.383270315077372
3,72,3.20208091237845,9.643783921433828,1.8822489072814925,4.167578742904193
3,73,3.3953627357428826,10.299225603522208,1.89458406261503,4.1468877167501175
3,74,3.598766496901841,10.77791928912428,2.1310817980221652,4.965950564683883
3,75,3.2326533011318936,9.664118237676256,1.9863328937867264,4.354493147212716
3,76,3.4328938319805373,10.454983892342675,1.924940605082922,4.106474340932545
3,77,3.1698142294131606,9.263387558141817,2.0526230951730997,4.74208698299362
3,78,2.8548062909506107,7.493533324418727,1.9744853913736058,4.393185344313164
3,79,3.2881919149934413,9.739857493333325,2.164827702623026,5.114883791354379
3,80,3.1149986517645023,9.199490489129937,1.98297005320777,4.6274323573732925
3,81,2.846299834320293,7.3205292431932945,2.007042991553331,4.583559133126935
3,82,2.8713885088938405,7.538941374555074,1.8701519937315059,4.2236546867749665
3,83,3.053950112088461,8.195672948016309,1.9534067387136032,4.30927707199032
3,84,3.512296879988388,10.195855617925634,1.9842597621517795,4.657337354726292
3,85,3.481097623357563,9.814143664358388,2.110276132046378,4.921928730190519
3,86,4.769696778863412,12.994067954420489,1.9833946345437223,4.640122291021672
3,87,3.317052212132683,9.668465745022766,1.9852136654699977,4.561970374263532
3,88,2.8848300121731594,7.456266257553514,1.9369291020000345,4.258583715228583
3,89,3.16698804231308,9.527129805543154,1.8628289747866973,4.181597513499326
3,90,3.210617729919119,9.656489175137912,2.145218842662432,5.011434175760637
3,91,3.9923018163950594,11.55736024231294,2.109219810557693,4.895748808295248
3,92,3.046285544441567,8.21005914310356,1.852388876529216,4.191722442061524
3,93,4.347924906358537,11.904516864133816,1.8775975062178016,3.978294164555774
3,94,3.682819936156662,11.210605521245432,1.9293711036106185,4.11823066794776
3,95,3.7801211197431397,9.54858621395508,1.8731797825244934,4.116224226209696
3,96,2.9532169880916164,8.629994228397653,1.9814419479419716,4.364808278867102
3,97,3.4554455613024193,9.779803854785168,2.065055495765473,4.682690030512277
3,98,3.5106623363150864,9.925809911899773,1.9635316429323226,4.5100637402302866
