Linkage,Affinity,Number_of_Clusters,TASK_Group
average,euclidean,19,"{'0': [1, 3, 14, 15, 17, 18, 19, 22, 26, 31], '1': [2, 24, 32, 39, 41], '2': [9, 33, 37], '3': [25, 40], '4': [10, 13], '5': [28, 29], '6': [16, 20, 38], '7': [11, 21], '8': [7, 8], '9': [23], '10': [27], '11': [30], '12': [42], '13': [4], '14': [12], '15': [34, 36], '16': [5], '17': [6], '18': [35]}"
average,euclidean,20,"{'0': [9, 33, 37], '1': [2, 24, 32, 39, 41], '2': [16, 20, 38], '3': [25, 40], '4': [10, 13], '5': [28, 29], '6': [3, 14, 15, 17, 19, 22, 26, 31], '7': [11, 21], '8': [7, 8], '9': [1, 18], '10': [27], '11': [30], '12': [42], '13': [4], '14': [12], '15': [34, 36], '16': [5], '17': [6], '18': [35], '19': [23]}"
average,manhattan,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [34, 36]}"
average,manhattan,3,"{'0': [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [34, 36], '2': [1, 3, 14, 24, 26, 31]}"
average,manhattan,4,"{'0': [34, 36], '1': [2, 4, 5, 10, 12, 13, 16, 20, 21, 25, 27, 29, 30, 35, 38, 40, 41, 42], '2': [1, 3, 14, 24, 26, 31], '3': [6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39]}"
average,manhattan,5,"{'0': [2, 4, 5, 10, 12, 13, 16, 20, 21, 25, 27, 29, 30, 35, 38, 40, 41, 42], '1': [6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39], '2': [1, 3, 14, 24, 26, 31], '3': [36], '4': [34]}"
average,manhattan,6,"{'0': [1, 3, 14, 24, 26, 31], '1': [6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39], '2': [2, 5, 10, 12, 13, 16, 20, 27, 29, 30, 38, 41, 42], '3': [36], '4': [34], '5': [4, 21, 25, 35, 40]}"
average,manhattan,7,"{'0': [2, 5, 10, 12, 13, 16, 20, 27, 29, 30, 38, 41, 42], '1': [6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39], '2': [4, 21, 25, 35, 40], '3': [36], '4': [34], '5': [1, 24], '6': [3, 14, 26, 31]}"
average,manhattan,8,"{'0': [6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39], '1': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '2': [4, 21, 25, 35, 40], '3': [12, 27, 42], '4': [34], '5': [1, 24], '6': [3, 14, 26, 31], '7': [36]}"
average,manhattan,9,"{'0': [4, 21, 25, 35, 40], '1': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '2': [6, 7, 8, 9, 11, 15, 18, 22, 23, 28, 32, 33, 37, 39], '3': [12, 27, 42], '4': [34], '5': [1, 24], '6': [3, 14, 26, 31], '7': [36], '8': [17, 19]}"
average,manhattan,10,"{'0': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '1': [12, 27, 42], '2': [6, 7, 8, 9, 11, 15, 18, 22, 23, 28, 32, 33, 37, 39], '3': [17, 19], '4': [21, 35], '5': [1, 24], '6': [3, 14, 26, 31], '7': [36], '8': [4, 25, 40], '9': [34]}"
average,manhattan,11,"{'0': [6, 7, 8, 9, 11, 15, 18, 22, 23, 28, 32, 33, 37, 39], '1': [12, 27, 42], '2': [1, 24], '3': [17, 19], '4': [21, 35], '5': [2, 10, 13, 16, 20, 29, 30, 38, 41], '6': [3, 14, 26, 31], '7': [36], '8': [4, 25, 40], '9': [34], '10': [5]}"
average,manhattan,12,"{'0': [12, 27, 42], '1': [17, 19], '2': [1, 24], '3': [7, 8, 15, 18, 22, 23], '4': [21, 35], '5': [2, 10, 13, 16, 20, 29, 30, 38, 41], '6': [3, 14, 26, 31], '7': [36], '8': [4, 25, 40], '9': [34], '10': [5], '11': [6, 9, 11, 28, 32, 33, 37, 39]}"
average,manhattan,13,"{'0': [17, 19], '1': [7, 8, 15, 18, 22, 23], '2': [1, 24], '3': [4, 25, 40], '4': [21, 35], '5': [2, 10, 13, 16, 20, 29, 30, 38, 41], '6': [3, 14, 26, 31], '7': [36], '8': [12, 42], '9': [34], '10': [5], '11': [6, 9, 11, 28, 32, 33, 37, 39], '12': [27]}"
average,manhattan,14,"{'0': [7, 8, 15, 18, 22, 23], '1': [4, 25, 40], '2': [1, 24], '3': [12, 42], '4': [21, 35], '5': [2, 10, 13, 16, 20, 29, 30, 38, 41], '6': [3, 14, 26, 31], '7': [36], '8': [19], '9': [34], '10': [5], '11': [6, 9, 11, 28, 32, 33, 37, 39], '12': [27], '13': [17]}"
average,manhattan,15,"{'0': [1, 24], '1': [4, 25, 40], '2': [7, 8, 15, 18, 22], '3': [12, 42], '4': [21, 35], '5': [2, 10, 13, 16, 20, 29, 30, 38, 41], '6': [3, 14, 26, 31], '7': [36], '8': [19], '9': [34], '10': [5], '11': [6, 9, 11, 28, 32, 33, 37, 39], '12': [27], '13': [17], '14': [23]}"
average,manhattan,16,"{'0': [4, 25, 40], '1': [21, 35], '2': [7, 8, 15, 18, 22], '3': [12, 42], '4': [34], '5': [2, 10, 13, 16, 20, 29, 30, 38, 41], '6': [3, 14, 26, 31], '7': [36], '8': [19], '9': [24], '10': [5], '11': [6, 9, 11, 28, 32, 33, 37, 39], '12': [27], '13': [17], '14': [23], '15': [1]}"
average,manhattan,17,"{'0': [7, 8, 15, 18, 22], '1': [21, 35], '2': [2, 10, 13, 16, 20, 29, 30, 38, 41], '3': [12, 42], '4': [34], '5': [6, 9, 11, 28, 32, 33, 37, 39], '6': [3, 14, 26, 31], '7': [36], '8': [19], '9': [24], '10': [5], '11': [25, 40], '12': [27], '13': [17], '14': [23], '15': [1], '16': [4]}"
average,manhattan,18,"{'0': [2, 10, 13, 16, 20, 29, 30, 38, 41], '1': [21, 35], '2': [6, 9, 11, 28, 32, 33, 37, 39], '3': [12, 42], '4': [34], '5': [25, 40], '6': [3, 14, 26, 31], '7': [36], '8': [19], '9': [24], '10': [5], '11': [7, 8, 15, 22], '12': [27], '13': [17], '14': [23], '15': [1], '16': [4], '17': [18]}"
average,manhattan,19,"{'0': [2, 13, 20, 29, 38, 41], '1': [21, 35], '2': [6, 9, 11, 28, 32, 33, 37, 39], '3': [10, 16, 30], '4': [34], '5': [25, 40], '6': [3, 14, 26, 31], '7': [36], '8': [12, 42], '9': [24], '10': [5], '11': [7, 8, 15, 22], '12': [27], '13': [17], '14': [23], '15': [1], '16': [4], '17': [18], '18': [19]}"
average,manhattan,20,"{'0': [6, 9, 11, 28, 32, 33, 37, 39], '1': [21, 35], '2': [2, 29, 38, 41], '3': [10, 16, 30], '4': [13, 20], '5': [25, 40], '6': [3, 14, 26, 31], '7': [36], '8': [12, 42], '9': [34], '10': [5], '11': [7, 8, 15, 22], '12': [27], '13': [17], '14': [23], '15': [1], '16': [4], '17': [18], '18': [19], '19': [24]}"
average,cosine,2,"{'0': [1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 16, 18, 20, 21, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 35, 36, 38, 39, 40, 41, 42], '1': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37]}"
average,cosine,3,"{'0': [1, 2, 5, 6, 7, 8, 10, 11, 12, 13, 16, 18, 20, 21, 23, 24, 27, 28, 29, 30, 31, 32, 33, 35, 36, 38, 39, 41, 42], '1': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37], '2': [4, 25, 40]}"
average,cosine,4,"{'0': [2, 5, 6, 7, 8, 10, 12, 13, 16, 20, 23, 24, 27, 28, 29, 30, 31, 32, 33, 35, 36, 38, 39, 41, 42], '1': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37], '2': [4, 25, 40], '3': [1, 11, 18, 21]}"
average,cosine,5,"{'0': [2, 5, 6, 7, 8, 10, 12, 13, 23, 24, 27, 28, 29, 30, 31, 32, 33, 35, 36, 39, 41], '1': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37], '2': [4, 25, 40], '3': [1, 11, 18, 21], '4': [16, 20, 38, 42]}"
average,cosine,6,"{'0': [5, 7, 8, 12, 23, 27, 28, 29, 30, 31, 33, 35, 36], '1': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37], '2': [2, 6, 10, 13, 24, 32, 39, 41], '3': [1, 11, 18, 21], '4': [16, 20, 38, 42], '5': [4, 25, 40]}"
average,cosine,7,"{'0': [5, 7, 8, 23, 30, 33, 35, 36], '1': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37], '2': [12, 27, 28, 29, 31], '3': [1, 11, 18, 21], '4': [16, 20, 38, 42], '5': [4, 25, 40], '6': [2, 6, 10, 13, 24, 32, 39, 41]}"
average,cosine,8,"{'0': [12, 27, 28, 29, 31], '1': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37], '2': [2, 6, 10, 13, 24, 32, 39, 41], '3': [1, 11, 18, 21], '4': [16, 20, 38, 42], '5': [4, 25, 40], '6': [5, 7, 8, 23, 33, 36], '7': [30, 35]}"
average,cosine,9,"{'0': [2, 6, 10, 13, 24, 32, 39, 41], '1': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37], '2': [5, 7, 8, 23, 33, 36], '3': [1, 11, 18, 21], '4': [16, 20, 38, 42], '5': [4, 25, 40], '6': [12, 27, 31], '7': [30, 35], '8': [28, 29]}"
average,cosine,10,"{'0': [3, 9, 14, 15, 17, 19, 22, 26, 34, 37], '1': [6, 10, 13], '2': [5, 7, 8, 23, 33, 36], '3': [1, 11, 18, 21], '4': [16, 20, 38, 42], '5': [4, 25, 40], '6': [12, 27, 31], '7': [30, 35], '8': [28, 29], '9': [2, 24, 32, 39, 41]}"
average,cosine,11,"{'0': [6, 10, 13], '1': [15, 17, 19, 22, 26, 34], '2': [5, 7, 8, 23, 33, 36], '3': [1, 11, 18, 21], '4': [16, 20, 38, 42], '5': [4, 25, 40], '6': [12, 27, 31], '7': [30, 35], '8': [28, 29], '9': [2, 24, 32, 39, 41], '10': [3, 9, 14, 37]}"
average,cosine,12,"{'0': [15, 17, 19, 22, 26, 34], '1': [1, 11, 18, 21], '2': [5, 7, 8, 23, 33, 36], '3': [30, 35], '4': [16, 20, 38, 42], '5': [4, 25, 40], '6': [12, 27, 31], '7': [10, 13], '8': [28, 29], '9': [2, 24, 32, 39, 41], '10': [3, 9, 14, 37], '11': [6]}"
average,cosine,13,"{'0': [1, 11, 18, 21], '1': [16, 20, 38, 42], '2': [5, 7, 8, 23, 33, 36], '3': [30, 35], '4': [2, 24, 32, 39, 41], '5': [4, 25, 40], '6': [12, 27, 31], '7': [10, 13], '8': [28, 29], '9': [15, 17, 19, 22, 26], '10': [3, 9, 14, 37], '11': [6], '12': [34]}"
average,cosine,14,"{'0': [5, 7, 8, 23, 33, 36], '1': [16, 20, 38, 42], '2': [4, 25, 40], '3': [30, 35], '4': [2, 24, 32, 39, 41], '5': [1, 18], '6': [12, 27, 31], '7': [10, 13], '8': [28, 29], '9': [15, 17, 19, 22, 26], '10': [3, 9, 14, 37], '11': [6], '12': [34], '13': [11, 21]}"
average,cosine,15,"{'0': [16, 20, 38, 42], '1': [30, 35], '2': [4, 25, 40], '3': [5, 23, 33, 36], '4': [2, 24, 32, 39, 41], '5': [1, 18], '6': [12, 27, 31], '7': [10, 13], '8': [28, 29], '9': [15, 17, 19, 22, 26], '10': [3, 9, 14, 37], '11': [6], '12': [34], '13': [11, 21], '14': [7, 8]}"
average,cosine,16,"{'0': [30, 35], '1': [5, 23, 33, 36], '2': [4, 25, 40], '3': [16, 20, 38], '4': [2, 24, 32, 39, 41], '5': [1, 18], '6': [12, 27, 31], '7': [10, 13], '8': [28, 29], '9': [15, 17, 19, 22, 26], '10': [3, 9, 14, 37], '11': [6], '12': [34], '13': [11, 21], '14': [7, 8], '15': [42]}"
average,cosine,17,"{'0': [4, 25, 40], '1': [5, 23, 33, 36], '2': [12, 27, 31], '3': [16, 20, 38], '4': [2, 24, 32, 39, 41], '5': [1, 18], '6': [7, 8], '7': [10, 13], '8': [28, 29], '9': [15, 17, 19, 22, 26], '10': [3, 9, 14, 37], '11': [6], '12': [34], '13': [11, 21], '14': [35], '15': [42], '16': [30]}"
average,cosine,18,"{'0': [5, 23, 33, 36], '1': [2, 24, 32, 39, 41], '2': [12, 27, 31], '3': [16, 20, 38], '4': [15, 17, 19, 22, 26], '5': [1, 18], '6': [7, 8], '7': [10, 13], '8': [28, 29], '9': [25, 40], '10': [3, 9, 14, 37], '11': [6], '12': [34], '13': [11, 21], '14': [35], '15': [42], '16': [30], '17': [4]}"
average,cosine,19,"{'0': [12, 27, 31], '1': [2, 24, 32, 39, 41], '2': [5, 33, 36], '3': [16, 20, 38], '4': [15, 17, 19, 22, 26], '5': [1, 18], '6': [7, 8], '7': [10, 13], '8': [28, 29], '9': [25, 40], '10': [3, 9, 14, 37], '11': [6], '12': [34], '13': [11, 21], '14': [35], '15': [42], '16': [30], '17': [4], '18': [23]}"
average,cosine,20,"{'0': [2, 24, 32, 39, 41], '1': [15, 17, 19, 22, 26], '2': [5, 33, 36], '3': [16, 20, 38], '4': [3, 9, 14, 37], '5': [1, 18], '6': [7, 8], '7': [10, 13], '8': [28, 29], '9': [25, 40], '10': [12, 31], '11': [6], '12': [34], '13': [11, 21], '14': [35], '15': [42], '16': [30], '17': [4], '18': [23], '19': [27]}"
average,precomputed,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [27]}"
average,precomputed,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41], '1': [27], '2': [42]}"
average,precomputed,4,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41], '1': [4, 25, 40], '2': [42], '3': [27]}"
average,precomputed,5,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 41], '1': [4, 25, 40], '2': [42], '3': [27], '4': [12, 35]}"
average,precomputed,6,"{'0': [4, 25, 40], '1': [12, 35], '2': [16, 20, 33], '3': [27], '4': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 34, 36, 37, 38, 39, 41], '5': [42]}"
average,precomputed,7,"{'0': [12, 35], '1': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 34, 36, 37, 38, 39, 41], '2': [16, 20, 33], '3': [27], '4': [25, 40], '5': [42], '6': [4]}"
average,precomputed,8,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 34, 36, 37, 38, 39, 41], '1': [25, 40], '2': [16, 20, 33], '3': [27], '4': [35], '5': [42], '6': [4], '7': [12]}"
average,precomputed,9,"{'0': [1, 2, 3, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 26, 30, 31, 32, 34, 36, 37, 38, 39, 41], '1': [5, 28, 29], '2': [16, 20, 33], '3': [25, 40], '4': [35], '5': [42], '6': [4], '7': [12], '8': [27]}"
average,precomputed,10,"{'0': [1, 2, 3, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 24, 26, 30, 31, 32, 34, 36, 37, 39, 41], '1': [5, 28, 29], '2': [16, 20, 33], '3': [25, 40], '4': [23, 38], '5': [42], '6': [4], '7': [12], '8': [27], '9': [35]}"
average,precomputed,11,"{'0': [5, 28, 29], '1': [1, 2, 3, 6, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 22, 24, 26, 30, 31, 32, 34, 36, 37, 39, 41], '2': [16, 20, 33], '3': [25, 40], '4': [23, 38], '5': [42], '6': [4], '7': [12], '8': [27], '9': [35], '10': [11, 21]}"
average,precomputed,12,"{'0': [1, 2, 3, 6, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 22, 24, 26, 30, 31, 32, 34, 36, 37, 39, 41], '1': [25, 40], '2': [16, 20, 33], '3': [28, 29], '4': [23, 38], '5': [42], '6': [4], '7': [12], '8': [27], '9': [35], '10': [11, 21], '11': [5]}"
average,precomputed,13,"{'0': [1, 2, 3, 6, 7, 8, 9, 14, 15, 17, 18, 19, 22, 24, 26, 30, 31, 32, 34, 36, 37, 39, 41], '1': [25, 40], '2': [16, 20, 33], '3': [28, 29], '4': [23, 38], '5': [10, 13], '6': [4], '7': [12], '8': [27], '9': [35], '10': [11, 21], '11': [5], '12': [42]}"
average,precomputed,14,"{'0': [1, 2, 3, 6, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 34, 36, 37, 39, 41], '1': [25, 40], '2': [16, 20, 33], '3': [28, 29], '4': [23, 38], '5': [10, 13], '6': [9, 30], '7': [12], '8': [27], '9': [35], '10': [11, 21], '11': [5], '12': [42], '13': [4]}"
average,precomputed,15,"{'0': [16, 20, 33], '1': [25, 40], '2': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 34, 36, 37, 39, 41], '3': [28, 29], '4': [23, 38], '5': [10, 13], '6': [9, 30], '7': [12], '8': [27], '9': [35], '10': [11, 21], '11': [5], '12': [42], '13': [4], '14': [6]}"
average,precomputed,16,"{'0': [25, 40], '1': [28, 29], '2': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 34, 36, 37, 39, 41], '3': [16, 20], '4': [23, 38], '5': [10, 13], '6': [9, 30], '7': [33], '8': [27], '9': [35], '10': [11, 21], '11': [5], '12': [42], '13': [4], '14': [6], '15': [12]}"
average,precomputed,17,"{'0': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 34, 36, 37, 39, 41], '1': [28, 29], '2': [9, 30], '3': [16, 20], '4': [23, 38], '5': [10, 13], '6': [40], '7': [33], '8': [27], '9': [35], '10': [11, 21], '11': [5], '12': [42], '13': [4], '14': [6], '15': [12], '16': [25]}"
average,precomputed,18,"{'0': [28, 29], '1': [16, 20], '2': [9, 30], '3': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 34, 36, 37, 39, 41], '4': [23, 38], '5': [10, 13], '6': [40], '7': [33], '8': [32], '9': [35], '10': [11, 21], '11': [5], '12': [42], '13': [4], '14': [6], '15': [12], '16': [25], '17': [27]}"
average,precomputed,19,"{'0': [9, 30], '1': [16, 20], '2': [10, 13], '3': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 34, 36, 37, 39, 41], '4': [23, 38], '5': [42], '6': [40], '7': [33], '8': [32], '9': [35], '10': [11, 21], '11': [5], '12': [29], '13': [4], '14': [6], '15': [12], '16': [25], '17': [27], '18': [28]}"
average,precomputed,20,"{'0': [16, 20], '1': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 34, 36, 37, 39, 41], '2': [10, 13], '3': [33], '4': [23, 38], '5': [42], '6': [40], '7': [30], '8': [32], '9': [35], '10': [11, 21], '11': [5], '12': [29], '13': [4], '14': [6], '15': [12], '16': [25], '17': [27], '18': [28], '19': [9]}"
complete,euclidean,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [34, 36]}"
complete,euclidean,3,"{'0': [1, 2, 3, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 22, 23, 24, 26, 31, 32, 33, 37, 39, 41], '1': [34, 36], '2': [4, 5, 6, 11, 12, 16, 20, 21, 25, 27, 28, 29, 30, 35, 38, 40, 42]}"
complete,euclidean,4,"{'0': [4, 5, 6, 11, 12, 16, 20, 21, 25, 27, 28, 29, 30, 35, 38, 40, 42], '1': [9, 10, 13, 23, 33, 37], '2': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 39, 41], '3': [34, 36]}"
complete,euclidean,5,"{'0': [5, 11, 12, 21, 27, 28, 29, 35], '1': [4, 6, 16, 20, 25, 30, 38, 40, 42], '2': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 39, 41], '3': [34, 36], '4': [9, 10, 13, 23, 33, 37]}"
complete,euclidean,6,"{'0': [4, 6, 16, 20, 25, 30, 38, 40, 42], '1': [11, 12, 21, 35], '2': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 39, 41], '3': [34, 36], '4': [9, 10, 13, 23, 33, 37], '5': [5, 27, 28, 29]}"
