Linkage,Affinity,Number_of_Clusters,TASK_Group
average,euclidean,12,"{'0': [6, 29], '1': [1, 3, 5, 10, 21, 26, 28, 31, 35, 36, 38], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [32], '4': [7, 8, 9, 13, 15, 19, 23, 24, 34, 40, 42], '5': [39], '6': [33], '7': [30], '8': [17], '9': [41], '10': [37], '11': [11]}"
average,euclidean,13,"{'0': [1, 3, 5, 10, 21, 26, 28, 31, 35, 36, 38], '1': [7, 8, 9, 13, 15, 19, 23, 24, 34, 40, 42], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [32], '4': [41], '5': [39], '6': [33], '7': [30], '8': [17], '9': [29], '10': [37], '11': [11], '12': [6]}"
average,euclidean,14,"{'0': [7, 8, 9, 13, 15, 19, 23, 24, 34, 40, 42], '1': [3, 5, 10, 21, 26, 28, 31, 35, 36, 38], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [32], '4': [41], '5': [39], '6': [33], '7': [30], '8': [17], '9': [29], '10': [37], '11': [11], '12': [6], '13': [1]}"
average,euclidean,15,"{'0': [3, 5, 10, 21, 26, 28, 31, 35, 36, 38], '1': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [32], '4': [41], '5': [39], '6': [34], '7': [30], '8': [17], '9': [29], '10': [37], '11': [11], '12': [6], '13': [1], '14': [33]}"
average,euclidean,16,"{'0': [3, 10, 21, 26, 28, 31, 35, 36, 38], '1': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [32], '4': [41], '5': [39], '6': [34], '7': [30], '8': [17], '9': [29], '10': [37], '11': [11], '12': [6], '13': [1], '14': [33], '15': [5]}"
average,euclidean,17,"{'0': [10, 21, 26, 28, 31, 35, 36, 38], '1': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [32], '4': [41], '5': [39], '6': [34], '7': [30], '8': [17], '9': [29], '10': [37], '11': [11], '12': [6], '13': [1], '14': [33], '15': [5], '16': [3]}"
average,euclidean,18,"{'0': [10, 21, 26, 28, 35, 36, 38], '1': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [32], '4': [41], '5': [39], '6': [34], '7': [30], '8': [31], '9': [29], '10': [37], '11': [11], '12': [6], '13': [1], '14': [33], '15': [5], '16': [3], '17': [17]}"
average,euclidean,19,"{'0': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '1': [21, 28, 35, 36, 38], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [10, 26], '4': [41], '5': [39], '6': [34], '7': [30], '8': [32], '9': [29], '10': [37], '11': [11], '12': [6], '13': [1], '14': [33], '15': [5], '16': [3], '17': [17], '18': [31]}"
average,euclidean,20,"{'0': [21, 28, 35, 36, 38], '1': [7, 8, 9, 15, 19, 23, 24, 40, 42], '2': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '3': [10, 26], '4': [41], '5': [39], '6': [34], '7': [30], '8': [32], '9': [29], '10': [37], '11': [11], '12': [6], '13': [1], '14': [33], '15': [5], '16': [3], '17': [17], '18': [31], '19': [13]}"
average,manhattan,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32]}"
average,manhattan,3,"{'0': [1, 3, 5, 6, 9, 10, 11, 17, 21, 26, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 41], '1': [32], '2': [2, 4, 7, 8, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 34, 40, 42]}"
average,manhattan,4,"{'0': [1, 3, 5, 6, 9, 10, 11, 17, 21, 26, 28, 29, 30, 31, 35, 36, 37, 38], '1': [33, 39, 41], '2': [2, 4, 7, 8, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 34, 40, 42], '3': [32]}"
average,manhattan,5,"{'0': [33, 39, 41], '1': [1, 3, 5, 6, 9, 10, 17, 21, 26, 28, 29, 30, 31, 35, 36, 37, 38], '2': [2, 4, 7, 8, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 34, 40, 42], '3': [32], '4': [11]}"
average,manhattan,6,"{'0': [39, 41], '1': [1, 3, 5, 6, 9, 10, 17, 21, 26, 28, 29, 30, 31, 35, 36, 37, 38], '2': [2, 4, 7, 8, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 34, 40, 42], '3': [32], '4': [11], '5': [33]}"
average,manhattan,7,"{'0': [2, 4, 7, 8, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 34, 40, 42], '1': [1, 3, 5, 6, 9, 10, 17, 21, 26, 28, 29, 30, 31, 35, 36, 37, 38], '2': [41], '3': [32], '4': [11], '5': [33], '6': [39]}"
average,manhattan,8,"{'0': [1, 3, 5, 6, 9, 10, 17, 21, 26, 28, 29, 30, 31, 35, 36, 37, 38], '1': [7, 8, 13, 15, 19, 23, 24, 34, 40, 42], '2': [41], '3': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '4': [11], '5': [33], '6': [39], '7': [32]}"
average,manhattan,9,"{'0': [1, 3, 5, 6, 9, 10, 17, 21, 26, 28, 29, 31, 35, 36, 37, 38], '1': [7, 8, 13, 15, 19, 23, 24, 34, 40, 42], '2': [41], '3': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '4': [11], '5': [33], '6': [39], '7': [32], '8': [30]}"
average,manhattan,10,"{'0': [7, 8, 13, 15, 19, 23, 24, 34, 40, 42], '1': [1, 3, 5, 6, 9, 10, 21, 26, 28, 29, 31, 35, 36, 37, 38], '2': [41], '3': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '4': [17], '5': [33], '6': [39], '7': [32], '8': [30], '9': [11]}"
average,manhattan,11,"{'0': [1, 3, 5, 6, 9, 10, 21, 26, 28, 29, 31, 35, 36, 37, 38], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [41], '3': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '4': [34], '5': [33], '6': [39], '7': [32], '8': [30], '9': [11], '10': [17]}"
average,manhattan,12,"{'0': [1, 3, 9, 10, 21, 26, 28, 29, 31, 35, 36, 37, 38], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [5, 6], '3': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '4': [34], '5': [41], '6': [39], '7': [32], '8': [30], '9': [11], '10': [17], '11': [33]}"
average,manhattan,13,"{'0': [3, 9, 10, 21, 26, 28, 29, 31, 35, 36, 37, 38], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [5, 6], '3': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '4': [34], '5': [41], '6': [39], '7': [32], '8': [30], '9': [11], '10': [17], '11': [33], '12': [1]}"
average,manhattan,14,"{'0': [9, 10, 21, 26, 28, 29, 31, 35, 36, 38], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [5, 6], '3': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '4': [34], '5': [41], '6': [3, 37], '7': [32], '8': [30], '9': [11], '10': [17], '11': [33], '12': [1], '13': [39]}"
average,manhattan,15,"{'0': [5, 6], '1': [7, 8, 13, 15, 19, 23, 24, 40, 42], '2': [3, 37], '3': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '4': [34], '5': [41], '6': [9, 10, 21, 26, 28, 35, 36, 38], '7': [32], '8': [30], '9': [11], '10': [17], '11': [33], '12': [1], '13': [39], '14': [29, 31]}"
average,manhattan,16,"{'0': [7, 8, 13, 15, 19, 23, 24, 40, 42], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [3, 37], '3': [32], '4': [34], '5': [41], '6': [9, 10, 21, 26, 28, 35, 36, 38], '7': [6], '8': [30], '9': [11], '10': [17], '11': [33], '12': [1], '13': [39], '14': [29, 31], '15': [5]}"
average,manhattan,17,"{'0': [3, 37], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [7, 8, 15, 19, 23, 24, 40], '3': [13, 42], '4': [34], '5': [41], '6': [9, 10, 21, 26, 28, 35, 36, 38], '7': [32], '8': [30], '9': [11], '10': [17], '11': [33], '12': [1], '13': [39], '14': [29, 31], '15': [5], '16': [6]}"
average,manhattan,18,"{'0': [7, 8, 15, 19, 23, 24, 40], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [9, 10, 21, 26, 28, 35, 36, 38], '3': [13, 42], '4': [34], '5': [41], '6': [29, 31], '7': [32], '8': [30], '9': [11], '10': [17], '11': [33], '12': [1], '13': [39], '14': [37], '15': [5], '16': [6], '17': [3]}"
average,manhattan,19,"{'0': [9, 10, 21, 26, 28, 35, 36, 38], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [7, 8, 19, 24, 40], '3': [13, 42], '4': [34], '5': [41], '6': [29, 31], '7': [32], '8': [15, 23], '9': [11], '10': [17], '11': [33], '12': [1], '13': [39], '14': [37], '15': [5], '16': [6], '17': [3], '18': [30]}"
average,manhattan,20,"{'0': [7, 8, 19, 24, 40], '1': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '2': [29, 31], '3': [13, 42], '4': [10, 26], '5': [41], '6': [9, 21, 28, 35, 36, 38], '7': [32], '8': [15, 23], '9': [34], '10': [17], '11': [33], '12': [1], '13': [39], '14': [37], '15': [5], '16': [6], '17': [3], '18': [30], '19': [11]}"
average,cosine,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32]}"
average,cosine,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [14]}"
average,cosine,4,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [14], '3': [2]}"
average,cosine,5,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [14], '3': [2], '4': [25]}"
average,cosine,6,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [22], '3': [2], '4': [25], '5': [14]}"
average,cosine,7,"{'0': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [22], '3': [2], '4': [25], '5': [14], '6': [4]}"
average,cosine,8,"{'0': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [22], '3': [18], '4': [25], '5': [14], '6': [4], '7': [2]}"
average,cosine,9,"{'0': [1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [22], '3': [18], '4': [25], '5': [14], '6': [4], '7': [2], '8': [7]}"
average,cosine,10,"{'0': [1, 3, 5, 6, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [22], '3': [18], '4': [25], '5': [14], '6': [4], '7': [2], '8': [7], '9': [13]}"
average,cosine,11,"{'0': [1, 3, 5, 6, 8, 9, 10, 12, 15, 16, 17, 19, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [11, 24], '2': [22], '3': [18], '4': [32], '5': [14], '6': [4], '7': [2], '8': [7], '9': [13], '10': [25]}"
average,cosine,12,"{'0': [1, 3, 5, 6, 8, 9, 10, 12, 15, 16, 17, 19, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [11, 24], '2': [34], '3': [18], '4': [32], '5': [22], '6': [4], '7': [2], '8': [7], '9': [13], '10': [25], '11': [14]}"
average,cosine,13,"{'0': [1, 3, 5, 6, 8, 9, 10, 12, 15, 16, 17, 19, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [11, 24], '2': [34], '3': [18], '4': [32], '5': [22], '6': [4], '7': [2], '8': [7], '9': [13], '10': [25], '11': [14], '12': [20]}"
average,cosine,14,"{'0': [1, 3, 5, 8, 9, 10, 12, 15, 16, 17, 19, 21, 23, 26, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [11, 24], '2': [6, 27], '3': [18], '4': [32], '5': [22], '6': [34], '7': [2], '8': [7], '9': [13], '10': [25], '11': [14], '12': [20], '13': [4]}"
average,cosine,15,"{'0': [6, 27], '1': [11, 24], '2': [1, 3, 5, 8, 9, 10, 12, 16, 19, 21, 26, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '3': [18], '4': [32], '5': [22], '6': [15, 17, 23], '7': [2], '8': [7], '9': [13], '10': [25], '11': [14], '12': [20], '13': [4], '14': [34]}"
average,cosine,16,"{'0': [11, 24], '1': [32], '2': [1, 3, 5, 8, 9, 10, 12, 16, 19, 21, 26, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '3': [18], '4': [27], '5': [22], '6': [15, 17, 23], '7': [6], '8': [7], '9': [13], '10': [25], '11': [14], '12': [20], '13': [4], '14': [34], '15': [2]}"
average,cosine,17,"{'0': [1, 3, 5, 8, 9, 10, 12, 16, 19, 21, 26, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [15, 17, 23], '3': [18], '4': [27], '5': [22], '6': [34], '7': [11], '8': [7], '9': [13], '10': [25], '11': [14], '12': [20], '13': [4], '14': [24], '15': [2], '16': [6]}"
average,cosine,18,"{'0': [15, 17, 23], '1': [42], '2': [1, 3, 5, 8, 9, 10, 12, 16, 19, 21, 26, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41], '3': [32], '4': [27], '5': [22], '6': [34], '7': [11], '8': [18], '9': [13], '10': [25], '11': [14], '12': [20], '13': [4], '14': [24], '15': [2], '16': [6], '17': [7]}"
average,cosine,19,"{'0': [1, 3, 5, 8, 9, 10, 12, 16, 19, 21, 26, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41], '1': [42], '2': [15, 23], '3': [32], '4': [27], '5': [22], '6': [34], '7': [11], '8': [18], '9': [13], '10': [25], '11': [14], '12': [20], '13': [4], '14': [24], '15': [2], '16': [6], '17': [7], '18': [17]}"
average,cosine,20,"{'0': [19, 30], '1': [1, 3, 5, 8, 9, 10, 12, 16, 21, 26, 28, 29, 31, 33, 35, 36, 37, 38, 39, 40, 41], '2': [15, 23], '3': [32], '4': [42], '5': [22], '6': [34], '7': [11], '8': [18], '9': [27], '10': [25], '11': [14], '12': [20], '13': [4], '14': [24], '15': [2], '16': [6], '17': [7], '18': [17], '19': [13]}"
average,precomputed,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42], '1': [41]}"
average,precomputed,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42], '1': [41], '2': [39]}"
average,precomputed,4,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 40, 42], '1': [41], '2': [39], '3': [30]}"
average,precomputed,5,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [30], '4': [37]}"
average,precomputed,6,"{'0': [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42], '1': [41], '2': [1, 17], '3': [30], '4': [37], '5': [39]}"
average,precomputed,7,"{'0': [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42], '1': [41], '2': [1, 17], '3': [30], '4': [37], '5': [39], '6': [3]}"
average,precomputed,8,"{'0': [2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42], '1': [41], '2': [1, 17], '3': [30], '4': [37], '5': [39], '6': [3], '7': [5]}"
average,precomputed,9,"{'0': [2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42], '1': [41], '2': [1, 17], '3': [30], '4': [37], '5': [39], '6': [3], '7': [5], '8': [28]}"
average,precomputed,10,"{'0': [1, 17], '1': [41], '2': [2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42], '3': [30], '4': [37], '5': [39], '6': [3], '7': [5], '8': [28], '9': [21]}"
average,precomputed,11,"{'0': [2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [30], '4': [37], '5': [17], '6': [3], '7': [5], '8': [28], '9': [21], '10': [1]}"
average,precomputed,12,"{'0': [2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 32, 33, 34, 36, 38, 40, 42], '1': [41], '2': [31, 35], '3': [30], '4': [37], '5': [39], '6': [3], '7': [5], '8': [28], '9': [21], '10': [1], '11': [17]}"
average,precomputed,13,"{'0': [31, 35], '1': [41], '2': [6, 23, 29], '3': [30], '4': [37], '5': [2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 32, 33, 34, 36, 38, 40, 42], '6': [3], '7': [5], '8': [28], '9': [21], '10': [1], '11': [17], '12': [39]}"
average,precomputed,14,"{'0': [6, 23, 29], '1': [41], '2': [2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 32, 33, 34, 36, 38, 40, 42], '3': [30], '4': [37], '5': [39], '6': [31], '7': [5], '8': [28], '9': [21], '10': [1], '11': [17], '12': [35], '13': [3]}"
average,precomputed,15,"{'0': [2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22, 24, 25, 26, 27, 32, 33, 34, 36, 38, 40, 42], '1': [41], '2': [23, 29], '3': [30], '4': [37], '5': [39], '6': [31], '7': [5], '8': [28], '9': [21], '10': [1], '11': [17], '12': [35], '13': [3], '14': [6]}"
average,precomputed,16,"{'0': [2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 22, 24, 25, 26, 27, 32, 33, 34, 38, 40, 42], '1': [20, 36], '2': [23, 29], '3': [41], '4': [37], '5': [39], '6': [31], '7': [30], '8': [28], '9': [21], '10': [1], '11': [17], '12': [35], '13': [3], '14': [6], '15': [5]}"
average,precomputed,17,"{'0': [2, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 22, 24, 25, 26, 27, 32, 33, 34, 40, 42], '1': [4, 11, 38], '2': [23, 29], '3': [20, 36], '4': [37], '5': [39], '6': [31], '7': [41], '8': [28], '9': [21], '10': [1], '11': [17], '12': [35], '13': [3], '14': [6], '15': [5], '16': [30]}"
average,precomputed,18,"{'0': [4, 11, 38], '1': [2, 7, 8, 10, 12, 13, 14, 16, 18, 19, 22, 24, 25, 26, 27, 32, 33, 34, 40, 42], '2': [23, 29], '3': [9, 15], '4': [37], '5': [39], '6': [31], '7': [41], '8': [20, 36], '9': [21], '10': [1], '11': [17], '12': [35], '13': [3], '14': [6], '15': [5], '16': [30], '17': [28]}"
average,precomputed,19,"{'0': [2, 7, 8, 10, 12, 13, 14, 16, 18, 19, 22, 24, 25, 26, 27, 32, 33, 34, 40, 42], '1': [9, 15], '2': [23, 29], '3': [20, 36], '4': [37], '5': [39], '6': [31], '7': [41], '8': [4, 11], '9': [21], '10': [1], '11': [17], '12': [35], '13': [3], '14': [6], '15': [5], '16': [30], '17': [28], '18': [38]}"
average,precomputed,20,"{'0': [2, 7, 8, 10, 12, 13, 14, 16, 18, 22, 24, 25, 26, 27, 32, 33, 34, 40], '1': [9, 15], '2': [23, 29], '3': [20, 36], '4': [19, 42], '5': [39], '6': [31], '7': [41], '8': [4, 11], '9': [37], '10': [1], '11': [17], '12': [35], '13': [3], '14': [6], '15': [5], '16': [30], '17': [28], '18': [38], '19': [21]}"
single,euclidean,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [33]}"
single,euclidean,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42], '1': [33], '2': [41]}"
single,euclidean,4,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 40, 42], '1': [39], '2': [41], '3': [33]}"
single,euclidean,5,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 40, 42], '1': [39], '2': [41], '3': [33], '4': [11]}"
single,euclidean,6,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 38, 40, 42], '1': [39], '2': [41], '3': [33], '4': [11], '5': [32]}"
