Linkage,Affinity,Number_of_Clusters,TASK_Group
average,euclidean,12,"{'0': [20, 42], '1': [2, 7, 8, 11, 15, 17, 18, 19, 22, 41], '2': [5, 29, 38], '3': [10, 16, 30], '4': [1, 3, 14, 24, 26, 31, 34, 36], '5': [21], '6': [6, 9, 28, 32, 33, 37, 39], '7': [23], '8': [4, 25, 40], '9': [27], '10': [12, 35], '11': [13]}"
average,euclidean,13,"{'0': [2, 7, 8, 11, 15, 17, 18, 19, 22, 41], '1': [1, 3, 14, 24, 26, 31, 34, 36], '2': [5, 29, 38], '3': [10, 16, 30], '4': [12, 35], '5': [21], '6': [6, 9, 28, 32, 33, 37, 39], '7': [23], '8': [4, 25, 40], '9': [27], '10': [42], '11': [13], '12': [20]}"
average,euclidean,14,"{'0': [5, 29, 38], '1': [1, 3, 14, 24, 26, 31, 34, 36], '2': [2, 7, 11, 15, 17, 19, 22, 41], '3': [10, 16, 30], '4': [12, 35], '5': [21], '6': [6, 9, 28, 32, 33, 37, 39], '7': [23], '8': [4, 25, 40], '9': [27], '10': [42], '11': [13], '12': [20], '13': [8, 18]}"
average,euclidean,15,"{'0': [2, 7, 11, 15, 17, 19, 22, 41], '1': [1, 3, 14, 24, 26, 31, 34, 36], '2': [6, 9, 28, 32, 33, 37, 39], '3': [10, 16, 30], '4': [12, 35], '5': [21], '6': [29, 38], '7': [23], '8': [4, 25, 40], '9': [27], '10': [42], '11': [13], '12': [20], '13': [8, 18], '14': [5]}"
average,euclidean,16,"{'0': [1, 3, 14, 24, 26, 31, 34, 36], '1': [10, 16, 30], '2': [6, 9, 28, 32, 33, 37, 39], '3': [7, 11], '4': [12, 35], '5': [21], '6': [29, 38], '7': [2, 15, 17, 19, 22, 41], '8': [4, 25, 40], '9': [27], '10': [42], '11': [13], '12': [20], '13': [8, 18], '14': [5], '15': [23]}"
average,euclidean,17,"{'0': [6, 9, 28, 32, 33, 37, 39], '1': [10, 16, 30], '2': [29, 38], '3': [7, 11], '4': [12, 35], '5': [21], '6': [1, 14, 24, 26], '7': [2, 15, 17, 19, 22, 41], '8': [4, 25, 40], '9': [27], '10': [42], '11': [13], '12': [20], '13': [8, 18], '14': [5], '15': [23], '16': [3, 31, 34, 36]}"
average,euclidean,18,"{'0': [10, 16, 30], '1': [12, 35], '2': [29, 38], '3': [7, 11], '4': [9, 32, 33, 37], '5': [21], '6': [1, 14, 24, 26], '7': [2, 15, 17, 19, 22, 41], '8': [6, 28, 39], '9': [27], '10': [42], '11': [13], '12': [20], '13': [8, 18], '14': [5], '15': [23], '16': [3, 31, 34, 36], '17': [4, 25, 40]}"
average,euclidean,19,"{'0': [12, 35], '1': [7, 11], '2': [29, 38], '3': [16, 30], '4': [9, 32, 33, 37], '5': [21], '6': [1, 14, 24, 26], '7': [2, 15, 17, 19, 22, 41], '8': [6, 28, 39], '9': [27], '10': [42], '11': [13], '12': [20], '13': [8, 18], '14': [5], '15': [23], '16': [3, 31, 34, 36], '17': [4, 25, 40], '18': [10]}"
average,euclidean,20,"{'0': [7, 11], '1': [16, 30], '2': [29, 38], '3': [6, 28, 39], '4': [9, 32, 33, 37], '5': [21], '6': [1, 14, 24, 26], '7': [2, 15, 17, 19, 22, 41], '8': [4, 25, 40], '9': [27], '10': [42], '11': [13], '12': [20], '13': [8, 18], '14': [5], '15': [23], '16': [3, 31, 34, 36], '17': [35], '18': [10], '19': [12]}"
average,manhattan,2,"{'0': [1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [3, 14, 24, 26, 31, 34, 36]}"
average,manhattan,3,"{'0': [1, 2, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 22, 23, 28, 29, 30, 32, 33, 37, 38, 39, 41], '1': [3, 14, 24, 26, 31, 34, 36], '2': [4, 12, 20, 21, 25, 27, 35, 40, 42]}"
average,manhattan,4,"{'0': [2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 22, 23, 28, 29, 30, 32, 33, 37, 38, 39, 41], '1': [1, 13], '2': [4, 12, 20, 21, 25, 27, 35, 40, 42], '3': [3, 14, 24, 26, 31, 34, 36]}"
average,manhattan,5,"{'0': [4, 12, 20, 21, 25, 27, 35, 40, 42], '1': [5, 29, 38], '2': [2, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 22, 23, 28, 30, 32, 33, 37, 39, 41], '3': [3, 14, 24, 26, 31, 34, 36], '4': [1, 13]}"
average,manhattan,6,"{'0': [2, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 22, 23, 28, 30, 32, 33, 37, 39, 41], '1': [5, 29, 38], '2': [12, 20, 21, 35, 42], '3': [3, 14, 24, 26, 31, 34, 36], '4': [1, 13], '5': [4, 25, 27, 40]}"
average,manhattan,7,"{'0': [12, 20, 21, 35, 42], '1': [5, 29, 38], '2': [4, 25, 27, 40], '3': [3, 14, 24, 26, 31, 34, 36], '4': [1, 13], '5': [2, 6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39, 41], '6': [10, 16, 30]}"
average,manhattan,8,"{'0': [4, 25, 27, 40], '1': [5, 29, 38], '2': [12, 21, 35, 42], '3': [3, 14, 24, 26, 31, 34, 36], '4': [1, 13], '5': [2, 6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39, 41], '6': [10, 16, 30], '7': [20]}"
average,manhattan,9,"{'0': [12, 21, 35, 42], '1': [5, 29, 38], '2': [2, 6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39, 41], '3': [3, 14, 24, 26, 31, 34, 36], '4': [1, 13], '5': [4, 25, 40], '6': [10, 16, 30], '7': [20], '8': [27]}"
average,manhattan,10,"{'0': [2, 6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39, 41], '1': [5, 29, 38], '2': [21, 35], '3': [3, 14, 24, 26, 31, 34, 36], '4': [1, 13], '5': [4, 25, 40], '6': [10, 16, 30], '7': [20], '8': [27], '9': [12, 42]}"
average,manhattan,11,"{'0': [5, 29, 38], '1': [1, 13], '2': [21, 35], '3': [3, 14, 24, 26, 31, 34, 36], '4': [2, 7, 8, 15, 17, 18, 19, 22, 23, 41], '5': [4, 25, 40], '6': [10, 16, 30], '7': [20], '8': [27], '9': [12, 42], '10': [6, 9, 11, 28, 32, 33, 37, 39]}"
average,manhattan,12,"{'0': [1, 13], '1': [2, 7, 8, 15, 17, 18, 19, 22, 23, 41], '2': [21, 35], '3': [3, 14, 24, 26, 31, 34, 36], '4': [6, 9, 11, 28, 32, 33, 37, 39], '5': [4, 25, 40], '6': [10, 16, 30], '7': [20], '8': [27], '9': [12, 42], '10': [29, 38], '11': [5]}"
average,manhattan,13,"{'0': [2, 7, 8, 15, 17, 18, 19, 22, 23, 41], '1': [6, 9, 11, 28, 32, 33, 37, 39], '2': [21, 35], '3': [3, 14, 24, 26, 31, 34, 36], '4': [29, 38], '5': [4, 25, 40], '6': [10, 16, 30], '7': [20], '8': [27], '9': [12, 42], '10': [13], '11': [5], '12': [1]}"
average,manhattan,14,"{'0': [6, 9, 11, 28, 32, 33, 37, 39], '1': [8, 18, 23], '2': [21, 35], '3': [3, 14, 24, 26, 31, 34, 36], '4': [29, 38], '5': [4, 25, 40], '6': [10, 16, 30], '7': [20], '8': [27], '9': [12, 42], '10': [13], '11': [5], '12': [1], '13': [2, 7, 15, 17, 19, 22, 41]}"
average,manhattan,15,"{'0': [6, 9, 11, 28, 32, 33, 37], '1': [8, 18, 23], '2': [21, 35], '3': [3, 14, 24, 26, 31, 34, 36], '4': [29, 38], '5': [4, 25, 40], '6': [10, 16, 30], '7': [20], '8': [27], '9': [12, 42], '10': [13], '11': [5], '12': [1], '13': [2, 7, 15, 17, 19, 22, 41], '14': [39]}"
average,manhattan,16,"{'0': [21, 35], '1': [8, 18, 23], '2': [10, 16, 30], '3': [3, 14, 24, 26, 31, 34, 36], '4': [29, 38], '5': [4, 25, 40], '6': [2, 7, 15, 17, 19, 22, 41], '7': [11, 33], '8': [27], '9': [12, 42], '10': [13], '11': [5], '12': [1], '13': [6, 9, 28, 32, 37], '14': [39], '15': [20]}"
average,manhattan,17,"{'0': [8, 18, 23], '1': [29, 38], '2': [10, 16, 30], '3': [3, 14, 24, 26, 31, 34, 36], '4': [12, 42], '5': [4, 25, 40], '6': [2, 7, 15, 17, 19, 22, 41], '7': [11, 33], '8': [27], '9': [35], '10': [13], '11': [5], '12': [1], '13': [6, 9, 28, 32, 37], '14': [39], '15': [20], '16': [21]}"
average,manhattan,18,"{'0': [10, 16, 30], '1': [29, 38], '2': [2, 7, 15, 17, 19, 22, 41], '3': [3, 14, 24, 26, 31, 34, 36], '4': [12, 42], '5': [4, 25, 40], '6': [6, 9, 28, 32, 37], '7': [11, 33], '8': [27], '9': [35], '10': [13], '11': [5], '12': [1], '13': [8, 18], '14': [39], '15': [20], '16': [21], '17': [23]}"
average,manhattan,19,"{'0': [29, 38], '1': [12, 42], '2': [2, 7, 15, 17, 19, 22, 41], '3': [3, 14, 24, 26, 31, 34, 36], '4': [10, 30], '5': [4, 25, 40], '6': [6, 9, 28, 32, 37], '7': [11, 33], '8': [27], '9': [35], '10': [13], '11': [5], '12': [1], '13': [8, 18], '14': [39], '15': [20], '16': [21], '17': [23], '18': [16]}"
average,manhattan,20,"{'0': [12, 42], '1': [10, 30], '2': [2, 7, 15, 17, 19, 22, 41], '3': [3, 14, 24, 26, 31, 34, 36], '4': [38], '5': [4, 25, 40], '6': [6, 9, 28, 32, 37], '7': [11, 33], '8': [27], '9': [35], '10': [13], '11': [5], '12': [1], '13': [8, 18], '14': [39], '15': [20], '16': [21], '17': [23], '18': [16], '19': [29]}"
average,cosine,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34]}"
average,cosine,3,"{'0': [1, 3, 14, 24, 26, 31, 36], '1': [34], '2': [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 38, 39, 40, 41, 42]}"
average,cosine,4,"{'0': [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [14, 26], '2': [1, 3, 24, 31, 36], '3': [34]}"
average,cosine,5,"{'0': [1, 3, 24, 31, 36], '1': [14, 26], '2': [2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 39, 40, 41, 42], '3': [34], '4': [5, 38]}"
average,cosine,6,"{'0': [2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 39, 40, 41, 42], '1': [14, 26], '2': [3, 31], '3': [34], '4': [5, 38], '5': [1, 24, 36]}"
average,cosine,7,"{'0': [4, 6, 9, 10, 11, 12, 13, 16, 20, 21, 25, 27, 28, 29, 30, 32, 33, 35, 37, 39, 40, 42], '1': [14, 26], '2': [2, 7, 8, 15, 17, 18, 19, 22, 23, 41], '3': [34], '4': [5, 38], '5': [1, 24, 36], '6': [3, 31]}"
average,cosine,8,"{'0': [4, 6, 9, 10, 11, 12, 16, 20, 21, 25, 27, 28, 29, 30, 32, 33, 35, 37, 39, 40, 42], '1': [14, 26], '2': [2, 7, 8, 15, 17, 18, 19, 22, 23, 41], '3': [34], '4': [5, 38], '5': [1, 24, 36], '6': [3, 31], '7': [13]}"
average,cosine,9,"{'0': [2, 7, 8, 15, 17, 18, 19, 22, 23, 41], '1': [14, 26], '2': [4, 6, 9, 11, 12, 20, 21, 25, 27, 28, 29, 32, 33, 35, 37, 39, 40, 42], '3': [10, 16, 30], '4': [5, 38], '5': [1, 24, 36], '6': [3, 31], '7': [13], '8': [34]}"
average,cosine,10,"{'0': [4, 6, 9, 11, 12, 20, 21, 25, 27, 28, 29, 32, 33, 35, 37, 39, 40, 42], '1': [14, 26], '2': [7, 8, 18, 23], '3': [10, 16, 30], '4': [2, 15, 17, 19, 22, 41], '5': [1, 24, 36], '6': [3, 31], '7': [13], '8': [34], '9': [5, 38]}"
average,cosine,11,"{'0': [14, 26], '1': [2, 15, 17, 19, 22, 41], '2': [7, 8, 18, 23], '3': [10, 16, 30], '4': [4, 11, 12, 20, 21, 25, 27, 29, 35, 40], '5': [1, 24, 36], '6': [3, 31], '7': [13], '8': [34], '9': [5, 38], '10': [6, 9, 28, 32, 33, 37, 39, 42]}"
average,cosine,12,"{'0': [7, 8, 18, 23], '1': [2, 15, 17, 19, 22, 41], '2': [3, 31], '3': [10, 16, 30], '4': [4, 11, 12, 20, 21, 25, 27, 29, 35, 40], '5': [1, 24, 36], '6': [26], '7': [13], '8': [34], '9': [5, 38], '10': [6, 9, 28, 32, 33, 37, 39, 42], '11': [14]}"
average,cosine,13,"{'0': [3, 31], '1': [2, 15, 17, 19, 22, 41], '2': [1, 24, 36], '3': [10, 16, 30], '4': [4, 11, 12, 20, 21, 25, 27, 29, 35, 40], '5': [8, 18], '6': [26], '7': [13], '8': [34], '9': [5, 38], '10': [6, 9, 28, 32, 33, 37, 39, 42], '11': [14], '12': [7, 23]}"
average,cosine,14,"{'0': [2, 15, 17, 19, 22, 41], '1': [4, 11, 12, 20, 21, 25, 27, 29, 35, 40], '2': [1, 24, 36], '3': [10, 16, 30], '4': [5, 38], '5': [8, 18], '6': [26], '7': [13], '8': [34], '9': [31], '10': [6, 9, 28, 32, 33, 37, 39, 42], '11': [14], '12': [7, 23], '13': [3]}"
average,cosine,15,"{'0': [4, 11, 12, 20, 21, 25, 27, 29, 35, 40], '1': [5, 38], '2': [1, 24, 36], '3': [10, 16, 30], '4': [6, 9, 28, 32, 33, 37, 39, 42], '5': [8, 18], '6': [15, 17, 19], '7': [13], '8': [34], '9': [31], '10': [2, 22, 41], '11': [14], '12': [7, 23], '13': [3], '14': [26]}"
average,cosine,16,"{'0': [1, 24, 36], '1': [5, 38], '2': [4, 20, 25, 27, 40], '3': [11, 12, 21, 29, 35], '4': [6, 9, 28, 32, 33, 37, 39, 42], '5': [8, 18], '6': [15, 17, 19], '7': [10, 16, 30], '8': [34], '9': [31], '10': [2, 22, 41], '11': [14], '12': [7, 23], '13': [3], '14': [26], '15': [13]}"
average,cosine,17,"{'0': [5, 38], '1': [11, 12, 21, 29, 35], '2': [4, 20, 25, 27, 40], '3': [10, 16, 30], '4': [6, 9, 28, 32, 33, 37, 39, 42], '5': [8, 18], '6': [15, 17, 19], '7': [24, 36], '8': [34], '9': [31], '10': [2, 22, 41], '11': [14], '12': [7, 23], '13': [3], '14': [26], '15': [13], '16': [1]}"
average,cosine,18,"{'0': [4, 20, 25, 27, 40], '1': [11, 12, 21, 29, 35], '2': [15, 17, 19], '3': [10, 16, 30], '4': [6, 9, 28, 32, 33, 37, 39, 42], '5': [8, 18], '6': [38], '7': [24, 36], '8': [34], '9': [31], '10': [2, 22, 41], '11': [14], '12': [7, 23], '13': [3], '14': [26], '15': [13], '16': [1], '17': [5]}"
average,cosine,19,"{'0': [11, 12, 21, 29, 35], '1': [6, 9, 28, 32, 33, 37, 39, 42], '2': [15, 17, 19], '3': [10, 16, 30], '4': [2, 22, 41], '5': [8, 18], '6': [38], '7': [24, 36], '8': [34], '9': [31], '10': [4, 25, 27, 40], '11': [14], '12': [7, 23], '13': [3], '14': [26], '15': [13], '16': [1], '17': [5], '18': [20]}"
average,cosine,20,"{'0': [6, 9, 28, 32, 33, 37, 39, 42], '1': [2, 22, 41], '2': [15, 17, 19], '3': [10, 16, 30], '4': [4, 25, 27, 40], '5': [8, 18], '6': [38], '7': [24, 36], '8': [34], '9': [11, 21], '10': [12, 29, 35], '11': [14], '12': [7, 23], '13': [3], '14': [26], '15': [13], '16': [1], '17': [5], '18': [20], '19': [31]}"
average,precomputed,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [27]}"
average,precomputed,3,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42], '1': [27], '2': [4, 25, 40]}"
average,precomputed,4,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41], '1': [42], '2': [4, 25, 40], '3': [27]}"
average,precomputed,5,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 41], '1': [12, 35], '2': [4, 25, 40], '3': [27], '4': [42]}"
average,precomputed,6,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 41], '1': [12, 35], '2': [4, 25, 40], '3': [27], '4': [42], '5': [16, 20]}"
average,precomputed,7,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 41], '1': [12, 35], '2': [4, 25, 40], '3': [27], '4': [42], '5': [16, 20], '6': [11, 21]}"
average,precomputed,8,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 22, 24, 26, 28, 29, 30, 31, 32, 33, 34, 36, 37, 39, 41], '1': [12, 35], '2': [4, 25, 40], '3': [23, 38], '4': [42], '5': [16, 20], '6': [11, 21], '7': [27]}"
average,precomputed,9,"{'0': [1, 2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 22, 24, 26, 30, 31, 32, 33, 34, 36, 37, 39, 41], '1': [12, 35], '2': [4, 25, 40], '3': [28, 29], '4': [42], '5': [16, 20], '6': [11, 21], '7': [27], '8': [23, 38]}"
average,precomputed,10,"{'0': [4, 25, 40], '1': [12, 35], '2': [1, 2, 3, 6, 7, 8, 10, 13, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 33, 34, 36, 37, 39, 41], '3': [28, 29], '4': [5, 9, 30], '5': [16, 20], '6': [11, 21], '7': [27], '8': [23, 38], '9': [42]}"
average,precomputed,11,"{'0': [12, 35], '1': [5, 9, 30], '2': [1, 2, 3, 6, 7, 8, 10, 13, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 33, 34, 36, 37, 39, 41], '3': [28, 29], '4': [25, 40], '5': [16, 20], '6': [11, 21], '7': [27], '8': [23, 38], '9': [42], '10': [4]}"
average,precomputed,12,"{'0': [1, 2, 3, 6, 7, 8, 10, 13, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 33, 34, 36, 37, 39, 41], '1': [5, 9, 30], '2': [16, 20], '3': [28, 29], '4': [25, 40], '5': [35], '6': [11, 21], '7': [27], '8': [23, 38], '9': [42], '10': [4], '11': [12]}"
average,precomputed,13,"{'0': [6, 10, 13], '1': [5, 9, 30], '2': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 33, 34, 36, 37, 39, 41], '3': [28, 29], '4': [25, 40], '5': [16, 20], '6': [11, 21], '7': [27], '8': [23, 38], '9': [42], '10': [4], '11': [12], '12': [35]}"
average,precomputed,14,"{'0': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 33, 34, 36, 37, 39, 41], '1': [5, 9, 30], '2': [16, 20], '3': [28, 29], '4': [25, 40], '5': [10, 13], '6': [11, 21], '7': [27], '8': [23, 38], '9': [42], '10': [4], '11': [12], '12': [35], '13': [6]}"
average,precomputed,15,"{'0': [5, 9, 30], '1': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 34, 36, 39, 41], '2': [16, 20], '3': [28, 29], '4': [25, 40], '5': [10, 13], '6': [11, 21], '7': [27], '8': [23, 38], '9': [42], '10': [4], '11': [12], '12': [35], '13': [6], '14': [33, 37]}"
average,precomputed,16,"{'0': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 34, 36, 39, 41], '1': [25, 40], '2': [16, 20], '3': [28, 29], '4': [9, 30], '5': [10, 13], '6': [11, 21], '7': [27], '8': [23, 38], '9': [42], '10': [4], '11': [12], '12': [35], '13': [6], '14': [33, 37], '15': [5]}"
average,precomputed,17,"{'0': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 34, 36, 39, 41], '1': [25, 40], '2': [16, 20], '3': [28, 29], '4': [9, 30], '5': [10, 13], '6': [11, 21], '7': [32], '8': [23, 38], '9': [42], '10': [4], '11': [12], '12': [35], '13': [6], '14': [33, 37], '15': [5], '16': [27]}"
average,precomputed,18,"{'0': [25, 40], '1': [28, 29], '2': [16, 20], '3': [1, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 34, 36], '4': [9, 30], '5': [10, 13], '6': [11, 21], '7': [32], '8': [23, 38], '9': [42], '10': [4], '11': [12], '12': [35], '13': [6], '14': [33, 37], '15': [5], '16': [27], '17': [2, 39, 41]}"
average,precomputed,19,"{'0': [28, 29], '1': [9, 30], '2': [16, 20], '3': [1, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 34, 36], '4': [42], '5': [10, 13], '6': [11, 21], '7': [32], '8': [23, 38], '9': [40], '10': [4], '11': [12], '12': [35], '13': [6], '14': [33, 37], '15': [5], '16': [27], '17': [2, 39, 41], '18': [25]}"
average,precomputed,20,"{'0': [9, 30], '1': [1, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 34, 36], '2': [16, 20], '3': [23, 38], '4': [42], '5': [10, 13], '6': [11, 21], '7': [32], '8': [2, 39, 41], '9': [40], '10': [4], '11': [12], '12': [35], '13': [6], '14': [33, 37], '15': [5], '16': [27], '17': [29], '18': [25], '19': [28]}"
complete,euclidean,2,"{'0': [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [1, 3, 14, 24, 26, 31, 34, 36]}"
complete,euclidean,3,"{'0': [4, 5, 10, 12, 16, 20, 21, 23, 25, 27, 29, 30, 35, 38, 40, 42], '1': [1, 3, 14, 24, 26, 31, 34, 36], '2': [2, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 22, 28, 32, 33, 37, 39, 41]}"
complete,euclidean,4,"{'0': [1, 3, 14, 24, 26, 31, 34, 36], '1': [5, 10, 12, 16, 20, 21, 23, 29, 30, 35, 38, 42], '2': [2, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 22, 28, 32, 33, 37, 39, 41], '3': [4, 25, 27, 40]}"
complete,euclidean,5,"{'0': [5, 10, 12, 16, 20, 21, 23, 29, 30, 35, 38, 42], '1': [4, 25, 27, 40], '2': [2, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 22, 28, 32, 33, 37, 39, 41], '3': [1, 14, 24, 26], '4': [3, 31, 34, 36]}"
complete,euclidean,6,"{'0': [2, 6, 7, 8, 9, 11, 13, 15, 17, 18, 19, 22, 28, 32, 33, 37, 39, 41], '1': [4, 25, 27, 40], '2': [5, 10, 12, 16, 20, 29, 30, 35, 38, 42], '3': [1, 14, 24, 26], '4': [3, 31, 34, 36], '5': [21, 23]}"
