Linkage,Affinity,Number_of_Clusters,TASK_Group
average,precomputed,15,"{'0': [1, 4, 23, 25], '1': [3, 18], '2': [0, 17, 26], '3': [12, 21], '4': [11, 20], '5': [6, 28], '6': [2, 19], '7': [14], '8': [10, 15], '9': [7, 24], '10': [9, 16], '11': [22], '12': [8, 27], '13': [5], '14': [13]}"
single,euclidean,2,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '1': [9]}"
single,euclidean,3,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], '1': [9], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]}"
single,euclidean,4,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14], '1': [13], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9]}"
single,euclidean,5,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14], '1': [13], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9], '4': [0]}"
single,euclidean,6,"{'0': [1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 14], '1': [13], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9], '4': [0], '5': [4]}"
single,euclidean,7,"{'0': [1, 2, 3, 5, 6, 7, 10, 11, 12, 14], '1': [13], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9], '4': [0], '5': [4], '6': [8]}"
single,euclidean,8,"{'0': [1, 2, 3, 5, 6, 10, 11, 12, 14], '1': [13], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9], '4': [0], '5': [4], '6': [8], '7': [7]}"
single,euclidean,9,"{'0': [1, 2, 3, 5, 10, 11, 12, 14], '1': [13], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9], '4': [0], '5': [4], '6': [8], '7': [7], '8': [6]}"
single,euclidean,10,"{'0': [12, 14], '1': [1, 2, 3, 5, 10, 11], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9], '4': [13], '5': [4], '6': [8], '7': [7], '8': [6], '9': [0]}"
single,euclidean,11,"{'0': [1, 2, 3, 5, 10, 11], '1': [14], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9], '4': [13], '5': [4], '6': [8], '7': [7], '8': [6], '9': [0], '10': [12]}"
single,euclidean,12,"{'0': [3, 5], '1': [14], '2': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '3': [9], '4': [13], '5': [1, 2, 10, 11], '6': [8], '7': [7], '8': [6], '9': [0], '10': [12], '11': [4]}"
single,euclidean,13,"{'0': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '1': [14], '2': [1, 2, 10, 11], '3': [9], '4': [13], '5': [5], '6': [8], '7': [7], '8': [6], '9': [0], '10': [12], '11': [4], '12': [3]}"
single,euclidean,14,"{'0': [1, 2, 10, 11], '1': [14], '2': [15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28], '3': [9], '4': [13], '5': [5], '6': [22], '7': [7], '8': [6], '9': [0], '10': [12], '11': [4], '12': [3], '13': [8]}"
single,euclidean,15,"{'0': [2, 10, 11], '1': [14], '2': [15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28], '3': [9], '4': [13], '5': [5], '6': [22], '7': [7], '8': [6], '9': [0], '10': [12], '11': [4], '12': [3], '13': [8], '14': [1]}"
single,manhattan,2,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]}"
single,manhattan,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [0]}"
single,manhattan,4,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [0], '3': [13]}"
single,manhattan,5,"{'0': [3, 4, 5, 6, 7, 8, 9, 12, 14], '1': [1, 2, 10, 11], '2': [0], '3': [13], '4': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]}"
single,manhattan,6,"{'0': [3, 4, 5, 6, 7, 8, 12, 14], '1': [1, 2, 10, 11], '2': [9], '3': [13], '4': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '5': [0]}"
single,manhattan,7,"{'0': [3, 4, 5, 6, 7, 12, 14], '1': [1, 2, 10, 11], '2': [9], '3': [13], '4': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '5': [0], '6': [8]}"
single,manhattan,8,"{'0': [3, 4, 5, 6, 12, 14], '1': [1, 2, 10, 11], '2': [9], '3': [13], '4': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '5': [0], '6': [8], '7': [7]}"
single,manhattan,9,"{'0': [3, 4, 5, 6], '1': [1, 2, 10, 11], '2': [9], '3': [12, 14], '4': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '5': [0], '6': [8], '7': [7], '8': [13]}"
single,manhattan,10,"{'0': [1, 2, 10, 11], '1': [3, 4, 6], '2': [9], '3': [12, 14], '4': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '5': [0], '6': [8], '7': [7], '8': [13], '9': [5]}"
single,manhattan,11,"{'0': [3, 4, 6], '1': [12, 14], '2': [9], '3': [13], '4': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '5': [0], '6': [8], '7': [7], '8': [1], '9': [5], '10': [2, 10, 11]}"
single,manhattan,12,"{'0': [12, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [3, 6], '3': [13], '4': [2, 10, 11], '5': [9], '6': [8], '7': [7], '8': [1], '9': [5], '10': [4], '11': [0]}"
single,manhattan,13,"{'0': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '1': [2, 10, 11], '2': [3, 6], '3': [13], '4': [14], '5': [12], '6': [8], '7': [7], '8': [1], '9': [5], '10': [4], '11': [0], '12': [9]}"
single,manhattan,14,"{'0': [15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28], '1': [2, 10, 11], '2': [3, 6], '3': [13], '4': [14], '5': [12], '6': [22], '7': [7], '8': [1], '9': [5], '10': [4], '11': [0], '12': [9], '13': [8]}"
single,manhattan,15,"{'0': [3, 6], '1': [2, 10, 11], '2': [15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28], '3': [13], '4': [14], '5': [12], '6': [22], '7': [7], '8': [1], '9': [5], '10': [4], '11': [0], '12': [9], '13': [8], '14': [17]}"
single,cosine,2,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]}"
single,cosine,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [0]}"
single,cosine,4,"{'0': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '1': [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], '2': [0], '3': [9]}"
single,cosine,5,"{'0': [17, 18, 19, 20, 21, 22, 24, 26, 27, 28], '1': [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], '2': [0], '3': [9], '4': [15, 16, 23, 25]}"
single,cosine,6,"{'0': [18, 19, 20, 22, 26, 27, 28], '1': [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], '2': [17, 21, 24], '3': [9], '4': [15, 16, 23, 25], '5': [0]}"
single,cosine,7,"{'0': [18, 20, 22, 26, 27], '1': [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], '2': [17, 21, 24], '3': [9], '4': [15, 16, 23, 25], '5': [0], '6': [19, 28]}"
single,cosine,8,"{'0': [18, 20, 22, 27], '1': [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], '2': [17, 21, 24], '3': [26], '4': [15, 16, 23, 25], '5': [0], '6': [19, 28], '7': [9]}"
single,cosine,9,"{'0': [17, 21, 24], '1': [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], '2': [18, 20, 27], '3': [26], '4': [15, 16, 23, 25], '5': [0], '6': [19, 28], '7': [9], '8': [22]}"
single,cosine,10,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], '1': [15, 16, 23, 25], '2': [18, 20, 27], '3': [26], '4': [21, 24], '5': [0], '6': [19, 28], '7': [9], '8': [22], '9': [17]}"
single,cosine,11,"{'0': [15, 16, 23, 25], '1': [1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14], '2': [18, 20, 27], '3': [26], '4': [21, 24], '5': [0], '6': [19, 28], '7': [9], '8': [22], '9': [17], '10': [10]}"
single,cosine,12,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14], '1': [15, 25], '2': [18, 20, 27], '3': [26], '4': [21, 24], '5': [16, 23], '6': [19, 28], '7': [9], '8': [22], '9': [17], '10': [10], '11': [0]}"
single,cosine,13,"{'0': [15, 25], '1': [1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14], '2': [18, 20, 27], '3': [26], '4': [21, 24], '5': [16, 23], '6': [19, 28], '7': [9], '8': [22], '9': [17], '10': [10], '11': [0], '12': [8]}"
single,cosine,14,"{'0': [18, 20, 27], '1': [1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14], '2': [19, 28], '3': [26], '4': [21, 24], '5': [16, 23], '6': [25], '7': [9], '8': [22], '9': [17], '10': [10], '11': [0], '12': [8], '13': [15]}"
single,cosine,15,"{'0': [1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14], '1': [21, 24], '2': [19, 28], '3': [26], '4': [18, 20], '5': [16, 23], '6': [27], '7': [9], '8': [22], '9': [17], '10': [10], '11': [0], '12': [8], '13': [15], '14': [25]}"
single,precomputed,2,"{'0': [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '1': [5]}"
single,precomputed,3,"{'0': [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28], '1': [5], '2': [22]}"
single,precomputed,4,"{'0': [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28], '1': [14], '2': [22], '3': [5]}"
single,precomputed,5,"{'0': [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28], '1': [18], '2': [22], '3': [5], '4': [14]}"
single,precomputed,6,"{'0': [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28], '1': [18], '2': [22], '3': [5], '4': [14], '5': [13]}"
single,precomputed,7,"{'0': [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 15, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28], '1': [18], '2': [22], '3': [5], '4': [14], '5': [13], '6': [12]}"
single,precomputed,8,"{'0': [0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 15, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28], '1': [18], '2': [22], '3': [5], '4': [14], '5': [13], '6': [12], '7': [3]}"
single,precomputed,9,"{'0': [0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27, 28], '1': [20], '2': [22], '3': [18], '4': [14], '5': [13], '6': [12], '7': [3], '8': [5]}"
single,precomputed,10,"{'0': [0, 1, 2, 4, 6, 8, 9, 10, 11, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27, 28], '1': [20], '2': [22], '3': [18], '4': [14], '5': [13], '6': [12], '7': [3], '8': [5], '9': [7]}"
single,precomputed,11,"{'0': [0, 1, 2, 4, 6, 8, 9, 10, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27, 28], '1': [20], '2': [22], '3': [18], '4': [14], '5': [13], '6': [12], '7': [3], '8': [5], '9': [7], '10': [11]}"
single,precomputed,12,"{'0': [0, 1, 2, 4, 6, 8, 9, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27, 28], '1': [20], '2': [22], '3': [18], '4': [14], '5': [13], '6': [12], '7': [3], '8': [5], '9': [7], '10': [11], '11': [10]}"
single,precomputed,13,"{'0': [0, 1, 4, 6, 8, 9, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27, 28], '1': [20], '2': [22], '3': [18], '4': [14], '5': [13], '6': [12], '7': [3], '8': [5], '9': [7], '10': [11], '11': [10], '12': [2]}"
